word_index,start_sec,end_sec,canonical_word,normalized,alignment,asr_word,asr_probability
1664,772.000,772.200,not,not,DIRECT,not,0.9995
1665,772.200,772.600,prevent,prevent,DIRECT,prevent,0.9987
1666,772.600,773.100,lawsuits.,lawsuits,DIRECT,lawsuits.,0.9927
1667,774.340,774.380,Diamond,diamond,DIRECT,Diamond,0.9926
1668,774.380,774.760,Crystal,crystal,DIRECT,Crystal,0.6317
1669,774.760,775.320,originally,originally,DIRECT,originally,0.9886
1670,775.320,775.740,sued,sued,DIRECT,sued,0.9996
1671,775.740,776.260,Texaco,texaco,DIRECT,Texaco,0.9024
1672,776.260,776.820,for,for,DIRECT,for,0.9942
1673,776.940,777.084,two,two,FORCED,,0.0000
1674,777.132,777.276,hundred,hundred,FORCED,,0.0000
1675,777.324,777.468,and,and,FORCED,,0.0000
1676,777.516,777.660,sixty,sixty,FORCED,,0.0000
1677,777.780,778.460,million,million,DIRECT,million.,0.9149
1678,778.705,778.955,dollars.,dollars,FORCED,,0.0000
1679,779.200,779.760,In,in,DIRECT,In,0.9956
1680,779.760,780.540,"1983,",1983,DIRECT,"1983,",0.9967
1681,781.320,781.520,Diamond,diamond,DIRECT,Diamond,0.9987
1682,781.520,781.980,Crystal,crystal,DIRECT,Crystal,0.9852
1683,781.980,782.500,accepted,accepted,DIRECT,accepted,0.9948
1684,782.500,782.860,a,a,DIRECT,a,0.9978
1685,783.245,783.495,thirty-two-million-dollar,thirtytwomilliondollar,FORCED,,0.0000
1686,783.880,784.520,settlement,settlement,DIRECT,settlement,0.9962
1687,784.520,785.200,from,from,DIRECT,from,0.9928
1688,785.200,785.800,Texaco,texaco,DIRECT,Texaco,0.9979
1689,785.800,786.140,and,and,DIRECT,and,0.9379
1690,786.140,786.520,Wilson,wilson,DIRECT,Wilson,0.9958
1691,786.520,786.880,Brothers.,brothers,DIRECT,Brothers.,0.8513
1692,787.980,788.100,Live,live,DIRECT,Live,0.9704
1693,788.100,788.320,Oak,oak,DIRECT,Oak,0.9370
1694,788.320,788.660,Gardens,gardens,DIRECT,Gardens,0.7353
1695,788.660,789.160,interests,interests,DIRECT,interests,0.7104
1696,789.160,789.960,received,received,DIRECT,received,0.8984
1697,790.355,790.605,twelve-point-eight,twelvepointeight,FORCED,,0.0000
1698,791.000,791.300,million,million,DIRECT,million,0.9888
1699,791.419,791.561,dollars,dollars,FORCED,,0.0000
1700,791.680,792.180,in,in,DIRECT,in,0.9880
1701,792.180,792.360,a,a,DIRECT,a,0.9988
1702,792.360,792.660,separate,separate,DIRECT,separate,0.9982
1703,792.660,793.280,settlement,settlement,DIRECT,settlement,0.9992
1704,793.280,793.880,involving,involving,DIRECT,involving,0.9857
1705,793.880,794.160,the,the,DIRECT,the,0.9987
1706,794.160,794.560,companies.,companies,DIRECT,companies.,0.8748
1707,795.370,795.800,Those,those,DIRECT,Those,0.4060
1708,795.800,796.220,numbers,numbers,DIRECT,numbers,0.9902
1709,796.220,796.880,resolved,resolved,DIRECT,resolved,0.9769
1710,796.880,797.440,claims.,claims,DIRECT,claims.,0.9957
1711,798.240,798.360,They,they,DIRECT,They,0.9919
1712,798.360,798.520,did,did,DIRECT,did,0.9972
1713,798.520,798.720,not,not,DIRECT,not,0.9994
1714,798.720,799.260,restore,restore,DIRECT,restore,0.9989
1715,799.260,799.440,the,the,DIRECT,the,0.9984
1716,799.440,799.840,underground,underground,DIRECT,underground,0.9779
1717,799.840,800.360,system.,system,DIRECT,system.,0.9991
1718,801.040,801.160,They,they,DIRECT,They,0.9958
1719,801.160,801.340,did,did,DIRECT,did,0.9985
1720,801.340,801.600,not,not,DIRECT,not,0.9994
1721,801.600,802.280,reopen,reopen,DIRECT,reopen,0.9492
1722,802.280,802.520,the,the,DIRECT,the,0.9992
1723,802.520,802.840,mine.,mine,DIRECT,mine.,0.9834
1724,803.820,803.920,And,and,DIRECT,And,0.9742
1725,803.920,804.060,they,they,DIRECT,they,0.9904
1726,804.060,804.240,did,did,DIRECT,did,0.9975
1727,804.240,804.440,not,not,DIRECT,not,0.9985
1728,804.440,804.740,turn,turn,DIRECT,turn,0.9993
1729,804.740,804.940,the,the,DIRECT,the,0.9979
1730,804.940,805.340,settlement,settlement,DIRECT,settlement,0.9988
1731,805.340,805.780,into,into,DIRECT,into,0.9941
1732,805.780,805.980,a,a,DIRECT,a,0.9978
1733,805.980,806.380,scientific,scientific,DIRECT,scientific,0.9994
1734,806.380,807.040,finding,finding,DIRECT,finding,0.9988
1735,807.040,807.680,about,about,DIRECT,about,0.9801
1736,807.680,808.160,one,one,DIRECT,one,0.9923
1737,808.160,808.900,exact,exact,DIRECT,exact,0.9643
1738,808.900,809.680,cause.,cause,DIRECT,cause.,0.9967
1739,811.020,811.400,Louisiana,louisiana,DIRECT,Louisiana,0.9704
1740,811.400,811.960,appellate,appellate,DIRECT,Appellate,0.9703
1741,811.960,812.360,records,records,DIRECT,Records,0.9819
1742,812.360,813.020,later,later,DIRECT,later,0.9834
1743,813.020,813.660,described,described,DIRECT,described,0.9956
1744,813.660,814.260,approximately,approximately,DIRECT,approximately,0.9843
1745,814.398,814.562,two,two,FORCED,,0.0000
1746,814.618,814.783,hundred,hundred,FORCED,,0.0000
1747,814.837,815.002,and,and,FORCED,,0.0000
1748,815.058,815.222,fifty,fifty,FORCED,,0.0000
1749,815.360,816.360,Diamond,diamond,DIRECT,Diamond,0.7452
1750,816.360,816.760,Crystal,crystal,DIRECT,Crystal,0.8980
1751,816.760,817.460,employees,employees,DIRECT,employees,0.9583
1752,817.460,818.120,being,being,DIRECT,being,0.9947
1753,818.120,818.380,laid,laid,DIRECT,laid,0.9990
1754,818.380,818.740,off,off,DIRECT,off,0.9952
1755,818.740,819.040,after,after,DIRECT,after,0.9978
1756,819.040,819.240,the,the,DIRECT,the,0.9975
1757,819.240,819.580,closure.,closure,DIRECT,closure.,0.9992
1758,820.340,820.780,That,that,DIRECT,That,0.9952
1759,820.780,820.980,is,is,DIRECT,is,0.9986
1760,820.980,821.420,the,the,DIRECT,the,0.8996
1761,821.420,821.840,quieter,quieter,DIRECT,quieter,0.9924
1762,821.840,822.380,scale,scale,DIRECT,scale,0.9976
1763,822.380,822.860,of,of,DIRECT,of,0.9992
1764,822.860,823.000,the,the,DIRECT,the,0.9974
1765,823.000,823.440,disaster.,disaster,DIRECT,disaster.,0.9956
1766,824.200,824.580,The,the,DIRECT,The,0.3502
1767,824.580,824.900,famous,famous,DIRECT,famous,0.7546
1768,824.900,825.420,sequence,sequence,DIRECT,"sequence,",0.9634
1769,826.000,826.140,the,the,DIRECT,the,0.8609
1770,826.140,826.720,"whirlpool,",whirlpool,DIRECT,"whirlpool,",0.8810
1771,827.200,827.240,the,the,DIRECT,the,0.9959
1772,827.240,827.640,collapsing,collapsing,DIRECT,collapsing,0.9920
1773,827.640,828.060,"bank,",bank,DIRECT,"bank,",0.9965
1774,828.420,828.460,the,the,DIRECT,the,0.9947
1775,828.460,828.840,reversed,reversed,DIRECT,reversed,0.8935
1776,828.840,829.340,canal,canal,DIRECT,"canal,",0.9961
1777,829.940,830.420,lasted,lasted,DIRECT,lasted,0.9960
1778,830.420,831.140,hours.,hours,DIRECT,hours.,0.9981
1779,832.100,832.280,For,for,DIRECT,For,0.9926
1780,832.280,832.400,the,the,DIRECT,the,0.9964
1781,832.400,832.660,people,people,DIRECT,people,0.9985
1782,832.660,832.900,whose,whose,DIRECT,whose,0.9787
1783,832.900,833.600,livelihoods,livelihoods,DIRECT,livelihoods,0.9961
1784,833.600,833.860,depended,depended,DIRECT,depended,0.9994
1785,833.860,834.160,on,on,DIRECT,on,0.9989
1786,834.160,834.300,the,the,DIRECT,the,0.9988
1787,834.300,834.620,"mine,",mine,DIRECT,"mine,",0.9973
1788,835.140,835.300,the,the,DIRECT,the,0.9971
1789,835.300,835.840,consequences,consequences,DIRECT,consequences,0.9979
1790,835.840,836.660,continued,continued,DIRECT,continued,0.9985
1791,836.660,837.340,after,after,DIRECT,after,0.9689
1792,837.340,837.600,the,the,DIRECT,the,0.9962
1793,837.600,837.860,water,water,DIRECT,water,0.9961
1794,837.860,838.240,stopped,stopped,DIRECT,stopped,0.9969
1795,838.240,838.740,moving.,moving,DIRECT,moving.,0.9990
1796,839.640,839.940,The,the,DIRECT,The,0.9978
1797,839.940,840.340,disaster,disaster,DIRECT,disaster,0.9990
1798,840.340,840.840,ended,ended,DIRECT,ended,0.9978
1799,840.840,841.160,this,this,DIRECT,this,0.9917
1800,841.160,841.440,salt,salt,DIRECT,salt,0.9956
1801,841.440,841.800,mine.,mine,DIRECT,mine.,0.9876
1802,842.540,842.720,It,it,DIRECT,It,0.9970
1803,842.720,842.860,did,did,DIRECT,did,0.9976
1804,842.860,843.020,not,not,DIRECT,not,0.9997
1805,843.020,843.240,make,make,DIRECT,make,0.9992
1806,843.240,843.440,the,the,DIRECT,the,0.9981
1807,843.440,843.660,salt,salt,DIRECT,salt,0.9933
1808,843.660,843.980,dome,dome,DIRECT,dome,0.9951
1809,843.980,844.500,worthless.,worthless,DIRECT,worthless.,0.9970
1810,845.780,845.820,Salt,salt,DIRECT,Salt,0.9937
1811,845.820,846.280,formations,formations,DIRECT,formations,0.9990
1812,846.280,846.560,are,are,DIRECT,are,0.9971
1813,846.560,846.880,also,also,DIRECT,also,0.9981
1814,846.880,847.240,useful,useful,DIRECT,useful,0.9986
1815,847.240,847.580,for,for,DIRECT,for,0.9988
1816,847.580,848.020,storing,storing,DIRECT,storing,0.9994
1817,848.020,848.640,pressurized,pressurized,DIRECT,pressurized,0.8695
1818,848.640,849.100,natural,natural,DIRECT,natural,0.9684
1819,849.100,849.540,gas,gas,DIRECT,gas,0.9976
1820,849.540,850.520,inside,inside,DIRECT,inside,0.9919
1821,850.520,851.120,engineered,engineered,DIRECT,engineered,0.9990
1822,851.120,852.060,caverns.,caverns,DIRECT,caverns.,0.9449
1823,852.620,853.120,"Today,",today,DIRECT,"Today,",0.9755
1824,853.780,853.920,Jefferson,jefferson,DIRECT,Jefferson,0.9959
1825,853.920,854.380,Island,island,DIRECT,Island,0.6219
1826,854.380,854.840,Storage,storage,DIRECT,Storage,0.4511
1827,855.160,855.480,Hub,hub,DIRECT,Hub,0.9653
1828,855.480,856.340,operates,operates,DIRECT,operates,0.9861
1829,856.340,856.800,as,as,DIRECT,as,0.9898
1830,856.800,856.960,a,a,DIRECT,a,0.9852
1831,857.422,857.672,salt-cavern,saltcavern,FORCED,,0.0000
1832,858.008,858.258,natural-gas,naturalgas,FORCED,,0.0000
1833,858.720,859.240,storage,storage,DIRECT,storage,0.9966
1834,859.240,859.900,facility.,facility,DIRECT,facility.,0.9992
1835,860.940,861.060,One,one,DIRECT,One,0.9817
1836,861.060,861.240,Oak,oak,DIRECT,Oak,0.7797
1837,861.240,861.540,says,says,DIRECT,says,0.9958
1838,861.540,862.040,the,the,DIRECT,the,0.7685
1839,862.040,862.420,facility,facility,DIRECT,facility,0.9974
1840,862.420,862.880,connects,connects,DIRECT,connects,0.9857
1841,862.880,863.180,with,with,DIRECT,with,0.9982
1842,863.180,863.480,eight,eight,DIRECT,eight,0.9176
1843,863.480,863.960,major,major,DIRECT,major,0.9988
1844,863.960,864.520,pipelines.,pipelines,DIRECT,pipelines.,0.9949
1845,865.540,865.740,That,that,DIRECT,That,0.9919
1846,865.740,865.880,does,does,DIRECT,does,0.9873
1847,865.880,866.080,not,not,DIRECT,not,0.9996
1848,866.080,866.320,mean,mean,DIRECT,mean,0.9976
1849,866.320,866.780,today's,today's,DIRECT,today's,0.9912
1850,866.780,867.080,storage,storage,DIRECT,storage,0.9982
1851,867.080,867.560,system,system,DIRECT,system,0.9980
1852,867.560,867.960,is,is,DIRECT,is,0.9988
1853,867.960,868.140,the,the,DIRECT,the,0.9942
1854,868.140,868.440,old,old,DIRECT,old,0.9227
1855,868.440,868.840,mine.,mine,DIRECT,mine.,0.9973
1856,869.640,869.860,It,it,DIRECT,It,0.9959
1857,869.860,870.120,means,means,DIRECT,means,0.9993
1858,870.120,870.580,the,the,DIRECT,the,0.9825
1859,870.580,870.880,same,same,DIRECT,same,0.9993
1860,870.880,871.360,geological,geological,DIRECT,geological,0.9981
1861,871.360,871.980,feature,feature,DIRECT,feature,0.9947
1862,871.980,872.240,that,that,DIRECT,that,0.9970
1863,872.240,872.660,created,created,DIRECT,created,0.9994
1864,872.660,873.020,one,one,DIRECT,one,0.9969
1865,873.020,873.580,industrial,industrial,DIRECT,industrial,0.9854
1866,873.580,874.160,economy,economy,DIRECT,economy,0.9997
1867,874.160,875.100,continued,continued,DIRECT,continued,0.9534
1868,875.100,875.700,to,to,DIRECT,to,0.9995
1869,875.700,876.120,support,support,DIRECT,support,0.9995
1870,876.120,876.500,another.,another,DIRECT,another.,0.9989
1871,877.560,877.940,The,the,DIRECT,The,0.9977
1872,877.940,878.280,industrial,industrial,DIRECT,industrial,0.9930
1873,878.280,878.680,use,use,DIRECT,use,0.9987
1874,878.680,878.860,of,of,DIRECT,of,0.9993
1875,878.860,879.140,Jefferson,jefferson,DIRECT,Jefferson,0.9977
1876,879.140,879.700,Island's,island's,DIRECT,Island's,0.9076
1877,879.700,880.140,underground,underground,DIRECT,underground,0.9333
1878,880.140,880.840,did,did,DIRECT,did,0.9956
1879,880.840,881.060,not,not,DIRECT,not,0.9998
1880,881.060,881.540,disappear.,disappear,DIRECT,disappear.,0.9989
1881,882.060,882.540,It,it,DIRECT,It,0.4697
1882,882.540,883.180,changed.,changed,DIRECT,changed.,0.9937
1883,884.440,884.460,Before,before,DIRECT,Before,0.9860
1884,884.460,884.760,November,november,DIRECT,November,0.9944
1885,885.135,885.385,"20,",20,FORCED,,0.0000
1886,885.760,886.240,"1980,",1980,DIRECT,"1980,",0.9959
1887,887.180,887.240,Lake,lake,DIRECT,Lake,0.8894
1888,887.240,887.740,Peigneur,peigneur,DIRECT,Peigneur,0.5020
1889,887.740,888.340,looked,looked,DIRECT,looked,0.9935
1890,888.340,888.640,like,like,DIRECT,like,0.9991
1891,888.640,888.800,a,a,DIRECT,a,0.9980
1892,888.800,889.160,surface,surface,DIRECT,surface,0.9965
1893,889.160,889.840,landscape.,landscape,DIRECT,landscape.,0.9977
1894,890.920,891.160,Water.,water,DIRECT,Water.,0.9665
1895,892.195,892.445,Trees.,trees,FORCED,,0.0000
1896,893.480,893.680,Gardens.,gardens,DIRECT,Gardens.,0.9836
1897,894.660,894.940,A,a,DIRECT,A,0.9975
1898,894.940,895.180,drilling,drilling,DIRECT,drilling,0.9714
1899,895.180,895.760,platform.,platform,DIRECT,platform.,0.9988
1900,896.720,897.060,The,the,DIRECT,The,0.9962
1901,897.060,897.460,dangerous,dangerous,DIRECT,dangerous,0.9923
1902,897.460,897.820,map,map,DIRECT,map,0.9989
1903,897.820,898.360,was,was,DIRECT,was,0.9942
1904,898.360,898.540,the,the,DIRECT,the,0.9990
1905,898.540,898.760,one,one,DIRECT,one,0.9990
1906,898.760,899.240,underneath,underneath,DIRECT,underneath,0.9955
1907,899.240,899.860,it.,it,DIRECT,it.,0.9987
1908,900.600,900.660,Mine,mine,DIRECT,Mine,0.9769
1909,900.660,901.100,levels,levels,DIRECT,levels,0.9877
1910,901.100,901.400,cut,cut,DIRECT,cut,0.9975
1911,901.400,901.680,through,through,DIRECT,through,0.9976
1912,901.680,902.100,salt.,salt,DIRECT,salt.,0.9984
1913,902.920,903.060,A,a,DIRECT,A,0.9984
1914,903.060,903.320,drilling,drilling,DIRECT,drilling,0.9977
1915,903.320,903.860,path,path,DIRECT,path,0.9980
1916,903.860,904.420,descending,descending,DIRECT,descending,0.9912
1917,904.420,904.780,from,from,DIRECT,from,0.9994
1918,904.780,905.180,above.,above,DIRECT,above.,0.9995
1919,906.160,906.440,Two,two,DIRECT,Two,0.9921
1920,906.440,906.920,industries,industries,DIRECT,industries,0.9914
1921,906.920,907.540,occupying,occupying,DIRECT,occupying,0.9988
1922,907.540,907.880,the,the,DIRECT,the,0.9987
1923,907.880,908.240,same,same,DIRECT,same,0.9996
1924,908.615,908.865,three-dimensional,threedimensional,FORCED,,0.0000
1925,909.240,909.820,space.,space,DIRECT,space.,0.9996
1926,910.740,911.140,When,when,DIRECT,When,0.3631
1927,911.140,911.400,those,those,DIRECT,those,0.9880
1928,911.400,911.720,worlds,worlds,DIRECT,worlds,0.9852
1929,911.720,912.080,became,became,DIRECT,became,0.9936
1930,912.080,912.740,"connected,",connected,DIRECT,"connected,",0.9990
1931,913.340,913.600,gravity,gravity,DIRECT,gravity,0.9943
1932,913.600,913.900,and,and,DIRECT,and,0.9978
1933,913.900,914.300,salt,salt,DIRECT,salt,0.9955
1934,914.300,915.120,amplified,amplified,DIRECT,amplified,0.9917
1935,915.120,915.440,the,the,DIRECT,the,0.9988
1936,915.440,915.840,failure.,failure,DIRECT,failure.,0.9985
1937,916.540,916.740,The,the,DIRECT,The,0.9965
1938,916.740,917.120,mine,mine,DIRECT,mine,0.9969
1939,917.120,917.620,flooded.,flooded,DIRECT,flooded.,0.9961
1940,918.500,918.680,The,the,DIRECT,The,0.9954
1941,918.680,919.180,shoreline,shoreline,DIRECT,shoreline,0.9905
1942,919.180,919.740,collapsed.,collapsed,DIRECT,collapsed.,0.9994
1943,920.560,920.660,The,the,DIRECT,The,0.9980
1944,920.660,921.120,canal,canal,DIRECT,canal,0.9383
1945,921.120,921.840,reversed.,reversed,DIRECT,reversed.,0.9902
1946,922.860,922.980,And,and,DIRECT,And,0.9591
1947,922.980,923.200,every,every,DIRECT,every,0.9930
1948,923.200,923.540,person,person,DIRECT,person,0.9989
1949,923.540,924.100,underground,underground,DIRECT,underground,0.9946
1950,924.100,924.800,still,still,DIRECT,still,0.9910
1951,924.800,925.140,made,made,DIRECT,made,0.9991
1952,925.140,925.320,it,it,DIRECT,it,0.9995
1953,925.320,925.620,out.,out,DIRECT,out.,0.9994
1954,926.700,927.080,Investigators,investigators,DIRECT,Investigators,0.9858
1955,927.080,927.500,could,could,DIRECT,could,0.9991
1956,927.500,927.900,study,study,DIRECT,study,0.9996
1957,927.900,928.140,what,what,DIRECT,what,0.9996
1958,928.140,928.600,remained.,remained,DIRECT,remained.,0.9993
1959,929.440,929.600,They,they,DIRECT,They,0.9975
1960,929.600,929.760,could,could,DIRECT,could,0.9997
1961,929.760,930.200,estimate,estimate,DIRECT,estimate,0.9992
1962,930.200,930.840,locations.,locations,DIRECT,locations.,0.9979
1963,931.780,931.960,They,they,DIRECT,They,0.9971
1964,931.960,932.140,could,could,DIRECT,could,0.9996
1965,932.140,932.480,test,test,DIRECT,test,0.9989
1966,932.480,933.120,competing,competing,DIRECT,competing,0.9993
1967,933.120,933.940,explanations.,explanations,DIRECT,explanations.,0.9986
1968,934.880,935.180,But,but,DIRECT,But,0.9950
1969,935.180,935.400,part,part,DIRECT,part,0.9954
1970,935.400,935.540,of,of,DIRECT,of,0.9996
1971,935.540,935.640,the,the,DIRECT,the,0.9982
1972,935.640,936.040,evidence,evidence,DIRECT,evidence,0.9996
1973,936.040,936.260,had,had,DIRECT,had,0.9982
1974,936.260,936.640,vanished,vanished,DIRECT,vanished,0.9997
1975,936.640,937.200,inside,inside,DIRECT,inside,0.9976
1976,937.200,937.440,the,the,DIRECT,the,0.9965
1977,937.440,937.720,event,event,DIRECT,event,0.9973
1978,937.720,938.180,itself.,itself,DIRECT,itself.,0.9989
1979,939.100,939.480,That,that,DIRECT,That,0.8474
1980,939.480,939.660,is,is,DIRECT,is,0.9903
1981,939.660,940.020,why,why,DIRECT,why,0.9993
1982,940.020,940.640,Lake,lake,DIRECT,Lake,0.9230
1983,940.640,941.180,Peigneur,peigneur,DIRECT,Peigneur,0.5120
1984,941.180,941.740,survives,survives,DIRECT,survives,0.9962
1985,942.200,942.580,as,as,DIRECT,as,0.9669
1986,942.580,942.880,more,more,DIRECT,more,0.9967
1987,942.880,943.080,than,than,DIRECT,than,0.9981
1988,943.080,943.180,a,a,DIRECT,a,0.9973
1989,943.180,943.620,bizarre,bizarre,DIRECT,bizarre,0.9965
1990,943.620,944.220,engineering,engineering,DIRECT,engineering,0.9954
1991,944.220,944.860,story.,story,DIRECT,story.,0.9973
1992,945.840,946.080,The,the,DIRECT,The,0.9965
1993,946.080,946.420,visible,visible,DIRECT,visible,0.9960
1994,946.420,946.940,landscape,landscape,DIRECT,landscape,0.9991
1995,946.940,947.160,was,was,DIRECT,was,0.9980
1996,947.160,947.420,only,only,DIRECT,only,0.9988
1997,947.420,947.720,one,one,DIRECT,one,0.9970
1998,947.720,948.000,layer,layer,DIRECT,layer,0.9992
1999,948.000,948.240,of,of,DIRECT,of,0.9994
2000,948.240,948.380,the,the,DIRECT,the,0.9993
2001,948.380,948.780,system.,system,DIRECT,system.,0.9974
2002,949.660,949.920,The,the,DIRECT,The,0.9974
2003,949.920,950.400,decisive,decisive,DIRECT,decisive,0.9969
2004,950.400,951.060,infrastructure,infrastructure,DIRECT,infrastructure,0.9977
2005,951.060,951.780,was,was,DIRECT,was,0.9988
2006,951.780,952.160,hidden.,hidden,DIRECT,hidden.,0.9996
2007,953.280,953.460,Lake,lake,DIRECT,Lake,0.9923
2008,953.460,953.880,Peigneur,peigneur,DIRECT,Peigneur,0.9930
2009,953.880,954.140,is,is,DIRECT,is,0.9990
2010,954.140,954.540,remembered,remembered,DIRECT,remembered,0.9989
2011,954.540,955.220,because,because,DIRECT,because,0.9878
2012,955.220,955.420,a,a,DIRECT,a,0.9950
2013,955.420,955.680,lake,lake,DIRECT,lake,0.9865
2014,955.680,956.380,disappeared.,disappeared,DIRECT,disappeared.,0.9987
2015,957.420,957.700,The,the,DIRECT,The,0.9962
2016,957.700,957.960,deeper,deeper,DIRECT,deeper,0.9962
2017,957.960,958.380,lesson,lesson,DIRECT,lesson,0.9984
2018,958.380,958.920,is,is,DIRECT,is,0.9984
2019,958.920,959.380,why.,why,DIRECT,why.,0.9929
2020,960.760,960.780,Infrastructure,infrastructure,DIRECT,Infrastructure,0.9952
2021,960.780,961.180,does,does,DIRECT,does,0.9981
2022,961.180,961.400,not,not,DIRECT,not,0.9993
2023,961.400,961.780,stop,stop,DIRECT,stop,0.9997
2024,961.780,962.160,at,at,DIRECT,at,0.9980
2025,962.160,962.320,the,the,DIRECT,the,0.9989
2026,962.320,962.680,surface.,surface,DIRECT,surface.,0.9997
2027,963.400,963.780,And,and,DIRECT,And,0.9867
2028,963.780,963.900,the,the,DIRECT,the,0.9964
2029,963.900,964.280,systems,systems,DIRECT,systems,0.9980
2030,964.280,964.500,we,we,DIRECT,we,0.9960
