word_index,start_sec,end_sec,canonical_word,normalized,alignment,asr_word,asr_probability
1179,547.260,548.080,connected,connected,DIRECT,connected,0.9958
1180,548.080,548.760,southward,southward,DIRECT,southward,0.9865
1181,548.760,549.220,through,through,DIRECT,through,0.8637
1182,549.220,549.440,the,the,DIRECT,the,0.9973
1183,549.440,550.000,Delcambre,delcambre,DIRECT,Delcambre,0.7760
1184,550.000,550.380,Canal,canal,DIRECT,Canal,0.8284
1185,550.380,551.300,toward,toward,DIRECT,toward,0.7029
1186,551.300,551.920,Vermilion,vermilion,DIRECT,Vermilion,0.8354
1187,551.920,552.220,Bay.,bay,DIRECT,Bay.,0.9859
1188,553.100,553.420,Under,under,DIRECT,Under,0.9963
1189,553.420,553.760,normal,normal,DIRECT,normal,0.9994
1190,553.760,554.400,"conditions,",conditions,DIRECT,"conditions,",0.9995
1191,554.780,555.040,that,that,DIRECT,that,0.9969
1192,555.040,555.500,connection,connection,DIRECT,connection,0.9992
1193,555.500,555.920,carried,carried,DIRECT,carried,0.9996
1194,555.920,556.360,water,water,DIRECT,water,0.9988
1195,556.360,556.820,away,away,DIRECT,away,0.9988
1196,556.820,557.040,from,from,DIRECT,from,0.9994
1197,557.040,557.220,the,the,DIRECT,the,0.9993
1198,557.220,557.480,lake.,lake,DIRECT,lake.,0.9935
1199,558.200,558.620,Now,now,DIRECT,Now,0.9974
1200,558.620,559.100,the,the,DIRECT,the,0.4516
1201,559.100,559.300,lake,lake,DIRECT,lake,0.9945
1202,559.300,559.460,had,had,DIRECT,had,0.9977
1203,559.460,559.700,fallen,fallen,DIRECT,fallen,0.9995
1204,559.700,560.060,so,so,DIRECT,so,0.9993
1205,560.060,560.520,far,far,DIRECT,far,0.9998
1206,560.520,561.140,that,that,DIRECT,that,0.9367
1207,561.140,561.300,the,the,DIRECT,the,0.9970
1208,561.300,561.760,hydraulic,hydraulic,DIRECT,hydraulic,0.9976
1209,561.760,562.480,relationship,relationship,DIRECT,relationship,0.9977
1210,562.480,562.980,reversed.,reversed,DIRECT,reversed.,0.9985
1211,563.680,563.960,The,the,DIRECT,The,0.9982
1212,563.960,564.180,lake,lake,DIRECT,lake,0.9914
1213,564.180,564.620,became,became,DIRECT,became,0.9986
1214,564.620,565.140,the,the,DIRECT,the,0.9955
1215,565.140,565.400,lower,lower,DIRECT,lower,0.9264
1216,565.400,566.040,destination.,destination,DIRECT,destination.,0.9991
1217,566.920,567.200,The,the,DIRECT,The,0.9988
1218,567.200,567.560,canal,canal,DIRECT,canal,0.9679
1219,567.560,567.960,began,began,DIRECT,began,0.9977
1220,567.960,568.320,feeding,feeding,DIRECT,feeding,0.9994
1221,568.320,568.860,it.,it,DIRECT,it.,0.9991
1222,568.860,569.520,Water,water,DIRECT,Water,0.8162
1223,569.520,569.820,from,from,DIRECT,from,0.9967
1224,569.820,569.960,the,the,DIRECT,the,0.9989
1225,569.960,570.120,Gulf,gulf,DIRECT,Gulf,0.8124
1226,570.120,570.540,side,side,DIRECT,side,0.6524
1227,570.540,571.340,moved,moved,DIRECT,moved,0.9915
1228,571.340,571.900,inland,inland,DIRECT,inland,0.9992
1229,571.900,572.700,toward,toward,DIRECT,toward,0.4591
1230,572.700,572.940,the,the,DIRECT,the,0.9980
1231,572.940,573.340,emptied,emptied,DIRECT,emptied,0.5989
1232,573.340,573.800,basin.,basin,DIRECT,basin.,0.9902
1233,575.120,575.420,Historical,historical,DIRECT,Historical,0.9736
1234,575.420,575.940,Louisiana,louisiana,DIRECT,Louisiana,0.9940
1235,575.940,576.540,accounts,accounts,DIRECT,accounts,0.9974
1236,576.540,577.240,describe,describe,DIRECT,describe,0.9921
1237,577.240,577.440,what,what,DIRECT,what,0.9993
1238,577.440,577.720,happened,happened,DIRECT,happened,0.9916
1239,577.720,578.180,next,next,DIRECT,next,0.9993
1240,578.180,578.540,as,as,DIRECT,as,0.9939
1241,578.540,578.700,a,a,DIRECT,a,0.9829
1242,578.700,579.120,temporary,temporary,DIRECT,temporary,0.9181
1243,579.120,579.820,waterfall,waterfall,DIRECT,"waterfall,",0.9911
1244,580.460,580.800,roughly,roughly,DIRECT,roughly,0.9985
1245,580.950,581.130,one,one,FORCED,,0.0000
1246,581.190,581.370,hundred,hundred,FORCED,,0.0000
1247,581.430,581.610,and,and,FORCED,,0.0000
1248,581.670,581.850,fifty,fifty,FORCED,,0.0000
1249,582.000,582.400,feet,feet,DIRECT,feet,0.9521
1250,582.400,582.880,high.,high,DIRECT,high.,0.9984
1251,583.780,583.980,For,for,DIRECT,For,0.9976
1252,583.980,584.100,a,a,DIRECT,a,0.9994
1253,584.100,584.340,place,place,DIRECT,place,0.9990
1254,584.340,584.540,as,as,DIRECT,as,0.9986
1255,584.540,584.800,flat,flat,DIRECT,flat,0.9989
1256,584.800,585.500,as,as,DIRECT,as,0.9984
1257,585.500,585.520,coastal,coastal,DIRECT,coastal,0.7298
1258,585.520,586.080,"Louisiana,",louisiana,DIRECT,"Louisiana,",0.9981
1259,586.540,586.740,the,the,DIRECT,the,0.9973
1260,586.740,587.060,image,image,DIRECT,image,0.9995
1261,587.060,587.440,is,is,DIRECT,is,0.9991
1262,587.440,587.860,almost,almost,DIRECT,almost,0.9994
1263,587.860,588.480,absurd.,absurd,DIRECT,absurd.,0.9985
1264,589.160,589.440,A,a,DIRECT,A,0.9971
1265,589.440,589.840,canal,canal,DIRECT,canal,0.9976
1266,589.840,590.260,flowing,flowing,DIRECT,flowing,0.9965
1267,590.260,590.520,the,the,DIRECT,the,0.9994
1268,590.520,590.720,wrong,wrong,DIRECT,wrong,0.9995
1269,590.720,591.240,way.,way,DIRECT,way.,0.9995
1270,591.980,592.000,Salt,salt,DIRECT,Salt,0.9867
1271,592.000,592.400,water,water,DIRECT,water,0.7981
1272,592.400,592.800,moving,moving,DIRECT,moving,0.9972
1273,592.800,593.360,inland.,inland,DIRECT,inland.,0.9973
1274,594.080,594.260,A,a,DIRECT,A,0.9985
1275,594.260,594.700,temporary,temporary,DIRECT,temporary,0.9997
1276,594.700,595.360,waterfall,waterfall,DIRECT,waterfall,0.9806
1277,595.360,596.140,appearing,appearing,DIRECT,appearing,0.9317
1278,596.140,596.860,where,where,DIRECT,where,0.9911
1279,596.860,597.040,there,there,DIRECT,there,0.9984
1280,597.040,597.200,had,had,DIRECT,had,0.9945
1281,597.200,597.420,been,been,DIRECT,been,0.9980
1282,597.420,597.740,no,no,DIRECT,no,0.9992
1283,597.740,598.040,cliff.,cliff,DIRECT,cliff.,0.9957
1284,598.860,599.240,But,but,DIRECT,But,0.7698
1285,599.240,599.380,the,the,DIRECT,the,0.9931
1286,599.380,599.780,water,water,DIRECT,water,0.9992
1287,599.780,600.140,was,was,DIRECT,was,0.9958
1288,600.140,600.380,still,still,DIRECT,still,0.9997
1289,600.380,600.780,obeying,obeying,DIRECT,obeying,0.9969
1290,600.780,601.300,gravity.,gravity,DIRECT,gravity.,0.9995
1291,602.180,602.300,The,the,DIRECT,The,0.9978
1292,602.300,602.740,landscape,landscape,DIRECT,landscape,0.9896
1293,602.740,602.980,had,had,DIRECT,had,0.9944
1294,602.980,603.420,changed,changed,DIRECT,changed,0.9990
1295,603.420,603.840,underneath,underneath,DIRECT,underneath,0.9929
1296,603.840,604.420,it.,it,DIRECT,it.,0.9982
1297,604.860,605.020,The,the,DIRECT,The,0.9971
1298,605.020,605.280,canal,canal,DIRECT,canal,0.9845
1299,605.280,605.560,had,had,DIRECT,had,0.9982
1300,605.560,605.760,not,not,DIRECT,not,0.9991
1301,605.760,606.060,moved,moved,DIRECT,moved,0.9984
1302,606.060,606.320,on,on,DIRECT,on,0.9974
1303,606.320,606.440,the,the,DIRECT,the,0.9993
1304,606.440,606.680,map.,map,DIRECT,map.,0.9990
1305,607.480,607.620,The,the,DIRECT,The,0.9983
1306,607.620,607.820,lake,lake,DIRECT,lake,0.9945
1307,607.820,608.040,had,had,DIRECT,had,0.9968
1308,608.040,608.420,changed,changed,DIRECT,changed,0.9979
1309,608.420,608.660,its,its,DIRECT,its,0.9873
1310,608.660,609.040,elevation,elevation,DIRECT,elevation,0.9987
1311,609.040,609.480,enough,enough,DIRECT,enough,0.9992
1312,609.480,609.980,to,to,DIRECT,to,0.9962
1313,609.980,610.300,reverse,reverse,DIRECT,reverse,0.9990
1314,610.300,610.640,the,the,DIRECT,the,0.9992
1315,610.640,611.020,system.,system,DIRECT,system.,0.9998
1316,611.820,612.040,When,when,DIRECT,When,0.9983
1317,612.040,612.160,the,the,DIRECT,the,0.9990
1318,612.160,612.480,major,major,DIRECT,major,0.9986
1319,612.480,612.820,physical,physical,DIRECT,physical,0.9943
1320,612.820,613.360,sequence,sequence,DIRECT,sequence,0.9991
1321,613.360,613.780,"ended,",ended,DIRECT,"ended,",0.9987
1322,614.260,614.440,the,the,DIRECT,the,0.9966
1323,614.440,614.700,mine,mine,DIRECT,mine,0.9980
1324,614.700,614.940,was,was,DIRECT,was,0.9995
1325,614.940,615.740,inundated.,inundated,DIRECT,inundated.,0.9997
1326,616.420,616.680,The,the,DIRECT,The,0.9986
1327,616.680,616.960,drilling,drilling,DIRECT,drilling,0.9967
1328,616.960,617.360,platform,platform,DIRECT,platform,0.9995
1329,617.360,617.680,was,was,DIRECT,was,0.9991
1330,617.680,618.020,gone.,gone,DIRECT,gone.,0.9994
1331,618.720,618.940,The,the,DIRECT,The,0.9973
1332,618.940,619.380,shoreline,shoreline,DIRECT,shoreline,0.9914
1333,619.380,619.560,had,had,DIRECT,had,0.9983
1334,619.560,619.740,been,been,DIRECT,been,0.9995
1335,619.740,619.980,cut,cut,DIRECT,cut,0.9995
1336,619.980,620.340,back.,back,DIRECT,back.,0.9987
1337,621.040,621.240,The,the,DIRECT,The,0.9988
1338,621.240,621.460,lake,lake,DIRECT,lake,0.9970
1339,621.460,621.620,had,had,DIRECT,had,0.9971
1340,621.620,621.800,been,been,DIRECT,been,0.9995
1341,621.800,622.460,transformed,transformed,DIRECT,transformed,0.9995
1342,622.460,623.060,from,from,DIRECT,from,0.9962
1343,623.060,623.240,the,the,DIRECT,the,0.9984
1344,623.240,623.560,shallow,shallow,DIRECT,shallow,0.9987
1345,623.560,624.000,basin,basin,DIRECT,basin,0.9971
1346,624.000,624.300,that,that,DIRECT,that,0.9961
1347,624.300,624.640,existed,existed,DIRECT,existed,0.9986
1348,624.640,625.100,before,before,DIRECT,before,0.9996
1349,625.100,625.280,the,the,DIRECT,the,0.9993
1350,625.280,625.760,accident,accident,DIRECT,accident,0.9994
1351,625.760,626.520,into,into,DIRECT,into,0.8339
1352,626.520,626.780,a,a,DIRECT,a,0.9989
1353,626.780,626.960,much,much,DIRECT,much,0.9994
1354,626.960,627.340,deeper,deeper,DIRECT,deeper,0.9984
1355,627.340,627.740,one.,one,DIRECT,one.,0.9995
1356,628.440,628.800,The,the,DIRECT,The,0.4789
1357,628.800,629.300,industrial,industrial,DIRECT,industrial,0.9734
1358,629.300,629.840,system,system,DIRECT,system,0.9980
1359,629.840,630.120,beneath,beneath,DIRECT,beneath,0.9971
1360,630.120,630.380,it,it,DIRECT,it,0.9937
1361,630.380,630.560,was,was,DIRECT,was,0.9962
1362,630.560,631.060,finished.,finished,DIRECT,finished.,0.9987
1363,631.780,631.940,But,but,DIRECT,But,0.9885
1364,631.940,632.060,the,the,DIRECT,the,0.9850
1365,632.060,632.280,most,most,DIRECT,most,0.9988
1366,632.280,632.800,important,important,DIRECT,important,0.9975
1367,632.800,633.240,number,number,DIRECT,number,0.9988
1368,633.240,633.860,is,is,DIRECT,is,0.9565
1369,633.860,634.080,not,not,DIRECT,not,0.9974
1370,634.080,634.300,the,the,DIRECT,the,0.9939
1371,634.300,634.680,final,final,DIRECT,final,0.9979
1372,634.680,635.200,depth.,depth,DIRECT,depth.,0.9973
1373,635.860,636.160,It,it,DIRECT,It,0.9943
1374,636.160,636.380,is,is,DIRECT,is,0.9970
1375,636.380,636.820,zero.,zero,DIRECT,zero.,0.9738
1376,637.660,637.860,No,no,DIRECT,No,0.9963
1377,637.860,638.220,human,human,DIRECT,human,0.9983
1378,638.220,638.600,deaths.,deaths,DIRECT,deaths.,0.9967
1379,639.280,639.520,All,all,DIRECT,All,0.9961
1380,639.658,639.822,fifty-two,fiftytwo,FORCED,,0.0000
1381,639.960,640.540,people,people,DIRECT,people,0.9986
1382,640.540,641.320,recorded,recorded,DIRECT,recorded,0.9519
1383,641.320,642.020,underground,underground,DIRECT,underground,0.9983
1384,642.020,642.640,escaped.,escaped,DIRECT,escaped.,0.9183
1385,643.400,643.600,The,the,DIRECT,The,0.9964
1386,643.600,643.900,seven,seven,DIRECT,seven,0.9169
1387,643.900,644.220,drilling,drilling,DIRECT,drilling,0.9818
1388,644.220,644.660,workers,workers,DIRECT,workers,0.9958
1389,644.660,644.980,above,above,DIRECT,above,0.9975
1390,644.980,645.220,them,them,DIRECT,them,0.9987
1391,645.220,645.400,got,got,DIRECT,got,0.9974
1392,645.400,645.820,clear.,clear,DIRECT,clear.,0.9925
1393,646.520,646.760,That,that,DIRECT,That,0.9963
1394,646.760,646.920,does,does,DIRECT,does,0.9954
1395,646.920,647.100,not,not,DIRECT,not,0.9997
1396,647.100,647.340,make,make,DIRECT,make,0.9992
1397,647.340,647.520,the,the,DIRECT,the,0.9992
1398,647.520,647.820,event,event,DIRECT,event,0.8829
1399,647.820,648.340,small.,small,DIRECT,small.,0.9983
1400,649.000,649.200,It,it,DIRECT,It,0.9970
1401,649.200,649.420,makes,makes,DIRECT,makes,0.9989
1402,649.420,649.620,the,the,DIRECT,the,0.9993
1403,649.620,650.220,evacuation,evacuation,DIRECT,evacuation,0.9992
1404,650.220,651.220,extraordinary.,extraordinary,DIRECT,extraordinary.,0.9982
1405,651.940,652.160,An,an,DIRECT,An,0.9935
1406,652.160,652.700,accident,accident,DIRECT,accident,0.9980
1407,652.700,653.400,violent,violent,DIRECT,violent,0.6887
1408,653.400,653.840,enough,enough,DIRECT,enough,0.9996
1409,653.840,654.040,to,to,DIRECT,to,0.9993
1410,654.040,654.320,erase,erase,DIRECT,erase,0.9980
1411,654.320,654.660,part,part,DIRECT,part,0.9899
1412,654.660,654.820,of,of,DIRECT,of,0.9990
1413,654.820,654.940,a,a,DIRECT,a,0.9806
1414,654.940,655.460,"shoreline,",shoreline,DIRECT,"shoreline,",0.9886
1415,655.460,656.200,destroy,destroy,DIRECT,destroy,0.5641
1416,656.200,656.500,a,a,DIRECT,a,0.9964
1417,656.500,656.860,working,working,DIRECT,working,0.9960
1418,656.860,657.220,mine,mine,DIRECT,"mine,",0.9969
1419,657.620,657.840,and,and,DIRECT,and,0.9945
1420,657.840,658.140,reverse,reverse,DIRECT,reverse,0.9879
1421,658.140,658.360,a,a,DIRECT,a,0.9933
1422,658.360,658.720,canal,canal,DIRECT,"canal,",0.9959
1423,659.460,659.760,ended,ended,DIRECT,ended,0.9401
1424,659.760,660.200,without,without,DIRECT,without,0.9926
1425,660.200,660.420,a,a,DIRECT,a,0.9928
1426,660.420,660.700,human,human,DIRECT,human,0.9995
1427,660.700,661.500,fatality.,fatality,DIRECT,fatality.,0.9803
1428,662.360,662.540,By,by,DIRECT,By,0.9924
1429,662.540,662.880,"now,",now,DIRECT,"now,",0.9992
1430,663.220,663.400,the,the,DIRECT,the,0.9976
1431,663.400,663.720,natural,natural,DIRECT,natural,0.9980
1432,663.720,664.060,question,question,DIRECT,question,0.9763
1433,664.060,664.480,seems,seems,DIRECT,seems,0.9975
1434,664.480,664.980,obvious.,obvious,DIRECT,obvious.,0.9976
1435,665.860,666.000,Who,who,DIRECT,Who,0.7974
1436,666.000,666.220,put,put,DIRECT,put,0.9984
1437,666.220,666.420,the,the,DIRECT,the,0.9962
1438,666.420,666.660,drill,drill,DIRECT,drill,0.9961
1439,666.660,667.160,in,in,DIRECT,in,0.9912
1440,667.160,667.300,the,the,DIRECT,the,0.9981
1441,667.300,667.500,wrong,wrong,DIRECT,wrong,0.9983
1442,667.500,667.960,place?,place,DIRECT,place?,0.9994
1443,668.800,669.120,That,that,DIRECT,That,0.9942
1444,669.120,669.260,is,is,DIRECT,is,0.9962
1445,669.260,669.480,where,where,DIRECT,where,0.9949
1446,669.480,669.640,the,the,DIRECT,the,0.9980
1447,669.640,670.020,popular,popular,DIRECT,popular,0.9988
1448,670.020,670.400,version,version,DIRECT,version,0.9978
1449,670.400,670.580,of,of,DIRECT,of,0.9989
1450,670.580,670.740,Lake,lake,DIRECT,Lake,0.8718
1451,670.740,671.240,Peigneur,peigneur,DIRECT,Peigneur,0.5416
1452,671.240,671.920,often,often,DIRECT,often,0.9948
1453,671.920,672.380,becomes,becomes,DIRECT,becomes,0.9934
1454,672.380,672.740,cleaner,cleaner,DIRECT,cleaner,0.9943
1455,672.740,673.020,than,than,DIRECT,than,0.9983
1456,673.020,673.160,the,the,DIRECT,the,0.9917
1457,673.160,673.600,evidence.,evidence,DIRECT,evidence.,0.9992
1458,674.440,674.640,A,a,DIRECT,A,0.9966
1459,674.640,675.020,widely,widely,DIRECT,widely,0.9978
1460,675.020,675.420,repeated,repeated,DIRECT,repeated,0.9202
1461,675.420,675.840,story,story,DIRECT,story,0.9978
1462,675.840,676.180,says,says,DIRECT,"says,",0.9939
1463,676.640,676.720,a,a,DIRECT,a,0.2131
1464,676.720,677.260,coordinate,coordinate,DIRECT,coordinate,0.2229
1465,677.260,677.740,or,or,DIRECT,or,0.7279
1466,677.740,678.380,surveying,surveying,DIRECT,surveying,0.9961
1467,678.380,678.780,error,error,DIRECT,error,0.9523
1468,678.780,679.540,sent,sent,DIRECT,sent,0.9349
1469,679.540,679.780,the,the,DIRECT,the,0.9973
1470,679.780,680.020,well,well,DIRECT,well,0.9885
1471,680.020,680.440,into,into,DIRECT,into,0.9970
1472,680.440,680.700,the,the,DIRECT,the,0.9994
1473,680.700,681.060,mine.,mine,DIRECT,mine.,0.9984
1474,681.700,682.100,The,the,DIRECT,The,0.5688
1475,682.100,682.480,official,official,DIRECT,official,0.9602
1476,682.480,682.840,federal,federal,DIRECT,federal,0.4127
1477,682.840,683.580,investigation,investigation,DIRECT,investigation,0.9988
1478,683.580,684.200,did,did,DIRECT,did,0.9944
1479,684.200,684.420,not,not,DIRECT,not,0.9993
1480,684.420,684.740,close,close,DIRECT,close,0.9965
1481,684.740,685.000,the,the,DIRECT,the,0.9946
1482,685.000,685.240,case,case,DIRECT,case,0.9994
1483,685.240,685.520,that,that,DIRECT,that,0.9935
1484,685.520,686.040,neatly.,neatly,DIRECT,neatly.,0.9971
1485,686.900,687.200,After,after,DIRECT,After,0.9952
1486,687.200,687.380,the,the,DIRECT,the,0.9991
1487,687.380,688.040,"inundation,",inundation,DIRECT,"inundation,",0.9952
1488,688.460,688.540,the,the,DIRECT,the,0.9975
1489,688.540,688.900,relevant,relevant,DIRECT,relevant,0.9989
1490,688.900,689.200,mine,mine,DIRECT,mine,0.9812
1491,689.200,689.640,workings,workings,DIRECT,workings,0.9919
1492,689.640,690.160,could,could,DIRECT,could,0.9967
1493,690.160,690.340,not,not,DIRECT,not,0.9981
1494,690.340,690.700,simply,simply,DIRECT,simply,0.9892
1495,690.700,690.900,be,be,DIRECT,be,0.9991
1496,690.900,691.280,entered,entered,DIRECT,entered,0.9986
1497,691.280,691.660,and,and,DIRECT,and,0.9925
1498,691.660,692.280,inspected.,inspected,DIRECT,inspected.,0.9994
1499,693.040,693.280,The,the,DIRECT,The,0.9958
1500,693.280,693.680,accident,accident,DIRECT,accident,0.9987
1501,693.680,693.960,had,had,DIRECT,had,0.9966
1502,693.960,694.400,destroyed,destroyed,DIRECT,destroyed,0.9989
1503,694.400,695.000,access,access,DIRECT,access,0.9994
1504,695.000,695.260,to,to,DIRECT,to,0.9990
1505,695.260,695.400,the,the,DIRECT,the,0.9955
1506,695.400,695.680,best,best,DIRECT,best,0.9978
1507,695.680,696.280,evidence.,evidence,DIRECT,evidence.,0.9989
1508,697.180,697.520,Critical,critical,DIRECT,Critical,0.9902
1509,697.520,697.980,physical,physical,DIRECT,physical,0.9587
1510,697.980,698.520,information,information,DIRECT,information,0.9989
1511,698.520,698.800,was,was,DIRECT,was,0.9990
1512,698.800,699.340,"underwater,",underwater,DIRECT,"underwater,",0.4572
1513,700.140,700.540,displaced,displaced,DIRECT,displaced,0.9983
1514,700.540,701.100,or,or,DIRECT,or,0.5915
1515,701.100,701.440,gone.,gone,DIRECT,gone.,0.9988
1516,702.360,702.640,Federal,federal,DIRECT,Federal,0.9902
1517,702.846,703.094,mine-safety,minesafety,FORCED,,0.0000
1518,703.300,704.080,investigators,investigators,DIRECT,investigators,0.9990
1519,704.080,705.100,reconstructed,reconstructed,DIRECT,reconstructed,0.9876
1520,705.100,705.580,an,an,DIRECT,an,0.9933
1521,705.580,706.160,estimated,estimated,DIRECT,estimated,0.9987
1522,706.385,706.635,drill-hole,drillhole,FORCED,,0.0000
1523,706.860,707.460,location,location,DIRECT,location,0.9986
