word_index,start_sec,end_sec,canonical_word,normalized,alignment,asr_word,asr_probability
186,81.820,82.580,because,because,DIRECT,because,0.9271
187,82.580,82.740,of,of,DIRECT,of,0.9981
188,82.740,82.900,a,a,DIRECT,a,0.9940
189,82.900,83.160,salt,salt,DIRECT,salt,0.9893
190,83.160,83.620,dome,dome,DIRECT,"dome,",0.9951
191,84.280,84.420,a,a,DIRECT,a,0.9893
192,84.420,84.680,mass,mass,DIRECT,mass,0.9977
193,84.680,84.980,of,of,DIRECT,of,0.9991
194,84.980,85.380,ancient,ancient,DIRECT,ancient,0.9950
195,85.380,85.920,salt,salt,DIRECT,salt,0.9973
196,85.920,86.520,pushed,pushed,DIRECT,pushed,0.9831
197,86.520,87.000,upward,upward,DIRECT,upward,0.9896
198,87.000,87.500,through,through,DIRECT,through,0.9930
199,87.500,87.860,younger,younger,DIRECT,younger,0.9928
200,87.860,88.540,sediments.,sediments,DIRECT,sediments.,0.9990
201,89.340,89.540,That,that,DIRECT,That,0.9928
202,89.540,89.800,hidden,hidden,DIRECT,hidden,0.9930
203,89.800,90.220,salt,salt,DIRECT,salt,0.9987
204,90.220,91.040,created,created,DIRECT,created,0.9937
205,91.040,91.700,industrial,industrial,DIRECT,industrial,0.9976
206,91.700,92.180,value,value,DIRECT,value,0.9993
207,92.180,92.720,long,long,DIRECT,long,0.9942
208,92.720,93.180,before,before,DIRECT,before,0.9997
209,93.180,93.380,the,the,DIRECT,the,0.9987
210,93.380,93.800,disaster.,disaster,DIRECT,disaster.,0.9991
211,94.720,94.880,For,for,DIRECT,For,0.9975
212,94.880,95.360,"decades,",decades,DIRECT,"decades,",0.9995
213,95.800,96.000,it,it,DIRECT,it,0.9985
214,96.000,96.120,had,had,DIRECT,had,0.9922
215,96.120,96.340,been,been,DIRECT,been,0.9993
216,96.340,96.740,mined.,mined,DIRECT,mined.,0.9993
217,97.740,97.880,By,by,DIRECT,By,0.9915
218,97.880,98.540,"1980,",1980,DIRECT,"1980,",0.9987
219,98.940,99.320,Diamond,diamond,DIRECT,Diamond,0.9954
220,99.320,99.640,Crystal,crystal,DIRECT,Crystal,0.9391
221,99.640,100.160,Salt,salt,DIRECT,Salt,0.9300
222,100.160,100.660,Company,company,DIRECT,Company,0.9787
223,100.660,101.540,operated,operated,DIRECT,operated,0.9948
224,101.540,101.840,a,a,DIRECT,a,0.9984
225,102.065,102.315,room-and-pillar,roomandpillar,FORCED,,0.0000
226,102.540,102.900,mine,mine,DIRECT,mine,0.9924
227,102.900,103.260,beneath,beneath,DIRECT,beneath,0.9977
228,103.260,103.500,the,the,DIRECT,the,0.9993
229,103.500,103.900,area.,area,DIRECT,area.,0.9994
230,104.500,104.940,In,in,DIRECT,In,0.4525
231,104.940,105.100,a,a,DIRECT,a,0.9950
232,105.269,105.471,room-and-pillar,roomandpillar,FORCED,,0.0000
233,105.640,106.040,"mine,",mine,DIRECT,"mine,",0.9971
234,106.500,106.740,workers,workers,DIRECT,workers,0.9937
235,106.740,107.160,remove,remove,DIRECT,remove,0.9946
236,107.160,107.660,large,large,DIRECT,large,0.9971
237,107.660,108.100,volumes,volumes,DIRECT,volumes,0.9967
238,108.100,108.360,of,of,DIRECT,of,0.9991
239,108.360,108.880,material,material,DIRECT,material,0.9980
240,108.880,109.420,while,while,DIRECT,while,0.8039
241,109.420,109.840,deliberately,deliberately,DIRECT,deliberately,0.9991
242,109.840,110.300,leaving,leaving,DIRECT,leaving,0.9988
243,110.300,110.700,columns,columns,DIRECT,columns,0.9993
244,110.700,111.280,behind,behind,DIRECT,behind,0.9987
245,111.280,111.860,to,to,DIRECT,to,0.9728
246,111.860,112.220,support,support,DIRECT,support,0.9989
247,112.220,112.440,the,the,DIRECT,the,0.9996
248,112.440,112.680,roof.,roof,DIRECT,roof.,0.9994
249,113.540,113.820,That,that,DIRECT,That,0.9937
250,113.820,114.100,means,means,DIRECT,means,0.9992
251,114.100,114.580,the,the,DIRECT,the,0.9536
252,114.580,115.100,underground,underground,DIRECT,underground,0.9767
253,115.100,115.500,is,is,DIRECT,is,0.9982
254,115.500,115.760,not,not,DIRECT,not,0.9993
255,115.760,116.200,one,one,DIRECT,one,0.9934
256,116.200,116.660,giant,giant,DIRECT,giant,0.9935
257,116.660,117.180,empty,empty,DIRECT,empty,0.7992
258,117.180,117.580,cave.,cave,DIRECT,cave.,0.9987
259,118.400,118.680,It,it,DIRECT,It,0.9957
260,118.680,118.800,is,is,DIRECT,is,0.9976
261,118.800,118.960,a,a,DIRECT,a,0.9990
262,118.960,119.220,network,network,DIRECT,network,0.9994
263,119.220,119.580,of,of,DIRECT,of,0.9990
264,119.580,120.060,"rooms,",rooms,DIRECT,"rooms,",0.9979
265,120.800,120.820,"pillars,",pillars,DIRECT,"pillars,",0.9460
266,121.660,121.680,passages,passages,DIRECT,passages,0.9954
267,121.680,122.400,and,and,DIRECT,and,0.4148
268,122.400,122.820,working,working,DIRECT,working,0.9991
269,122.820,123.320,levels.,levels,DIRECT,levels.,0.9953
270,124.420,124.600,Federal,federal,DIRECT,Federal,0.9959
271,124.600,124.980,records,records,DIRECT,records,0.9591
272,124.980,125.560,describe,describe,DIRECT,describe,0.9922
273,125.560,126.000,workings,workings,DIRECT,workings,0.9907
274,126.000,126.440,around,around,DIRECT,around,0.9952
275,126.666,126.916,eight,eight,FORCED,,0.0000
276,127.018,127.268,"hundred,",hundred,FORCED,,0.0000
277,127.369,127.619,one,one,FORCED,,0.0000
278,127.721,127.971,"thousand,",thousand,FORCED,,0.0000
279,128.072,128.322,thirteen,thirteen,FORCED,,0.0000
280,128.424,128.674,hundred,hundred,FORCED,,0.0000
281,128.900,129.700,and,and,DIRECT,and,0.8493
282,129.808,129.938,fifteen,fifteen,FORCED,,0.0000
283,129.982,130.112,hundred,hundred,FORCED,,0.0000
284,130.220,130.800,feet,feet,DIRECT,feet,0.9602
285,130.800,131.200,below,below,DIRECT,below,0.9948
286,131.200,131.440,the,the,DIRECT,the,0.9991
287,131.440,131.780,surface.,surface,DIRECT,surface.,0.9995
288,132.500,132.820,At,at,DIRECT,At,0.4908
289,132.820,132.960,the,the,DIRECT,the,0.9937
290,132.960,133.180,same,same,DIRECT,same,0.9970
291,133.180,133.560,"time,",time,DIRECT,"time,",0.9989
292,133.900,134.040,the,the,DIRECT,the,0.9955
293,134.040,134.360,same,same,DIRECT,same,0.9986
294,134.360,134.680,salt,salt,DIRECT,salt,0.9929
295,134.680,135.140,structure,structure,DIRECT,structure,0.9976
296,135.140,135.380,made,made,DIRECT,made,0.9961
297,135.380,135.540,the,the,DIRECT,the,0.9974
298,135.540,135.840,area,area,DIRECT,area,0.9990
299,135.840,136.380,interesting,interesting,DIRECT,interesting,0.9970
300,136.380,136.980,to,to,DIRECT,to,0.9923
301,136.980,137.120,the,the,DIRECT,the,0.9984
302,137.120,137.560,petroleum,petroleum,DIRECT,petroleum,0.9968
303,137.560,138.160,industry.,industry,DIRECT,industry.,0.9994
304,139.080,139.220,Oil,oil,DIRECT,Oil,0.9891
305,139.220,139.500,can,can,DIRECT,can,0.9962
306,139.500,140.000,accumulate,accumulate,DIRECT,accumulate,0.9967
307,140.000,140.340,around,around,DIRECT,around,0.9976
308,140.340,140.700,salt,salt,DIRECT,salt,0.9918
309,140.700,141.200,structures.,structures,DIRECT,structures.,0.9973
310,142.120,142.480,Texaco,texaco,DIRECT,Texaco,0.9220
311,142.480,142.720,held,held,DIRECT,held,0.9939
312,142.720,142.960,an,an,DIRECT,an,0.9972
313,142.960,143.260,oil,oil,DIRECT,oil,0.9966
314,143.260,143.560,lease,lease,DIRECT,lease,0.9600
315,143.560,143.920,beneath,beneath,DIRECT,beneath,0.9978
316,143.920,144.240,Lake,lake,DIRECT,Lake,0.9897
317,144.240,144.760,Peigneur.,peigneur,DIRECT,Peigneur.,0.5053
318,145.680,145.960,Wilson,wilson,DIRECT,Wilson,0.9964
319,145.960,146.240,Brothers,brothers,DIRECT,Brothers,0.8946
320,146.240,146.840,was,was,DIRECT,was,0.9968
321,146.840,147.080,drilling,drilling,DIRECT,drilling,0.9978
322,147.080,147.340,the,the,DIRECT,the,0.9987
323,147.340,148.040,exploratory,exploratory,DIRECT,exploratory,0.9861
324,148.040,148.300,well,well,DIRECT,well,0.9970
325,148.300,148.580,from,from,DIRECT,from,0.9977
326,148.580,148.740,a,a,DIRECT,a,0.9991
327,148.740,149.040,floating,floating,DIRECT,floating,0.9994
328,149.040,149.620,platform.,platform,DIRECT,platform.,0.9989
329,150.420,150.660,So,so,DIRECT,So,0.9896
330,150.660,150.880,one,one,DIRECT,one,0.8552
331,150.880,151.240,industry,industry,DIRECT,industry,0.9982
332,151.240,151.480,was,was,DIRECT,was,0.9994
333,151.480,151.820,moving,moving,DIRECT,moving,0.9992
334,151.820,152.500,horizontally,horizontally,DIRECT,horizontally,0.9895
335,152.500,152.900,through,through,DIRECT,through,0.9937
336,152.900,153.080,the,the,DIRECT,the,0.9984
337,153.080,153.360,salt,salt,DIRECT,salt,0.9973
338,153.360,153.900,underground.,underground,DIRECT,underground.,0.9947
339,154.800,155.020,Another,another,DIRECT,Another,0.9933
340,155.020,155.320,was,was,DIRECT,was,0.9985
341,155.320,155.620,drilling,drilling,DIRECT,drilling,0.9988
342,155.620,156.160,vertically,vertically,DIRECT,vertically,0.9987
343,156.160,156.700,from,from,DIRECT,from,0.9873
344,156.700,156.860,the,the,DIRECT,the,0.9986
345,156.860,157.100,lake,lake,DIRECT,lake,0.9927
346,157.100,157.460,above.,above,DIRECT,above.,0.9985
347,158.220,158.620,Each,each,DIRECT,Each,0.2554
348,158.620,158.880,could,could,DIRECT,could,0.9936
349,158.880,159.160,work,work,DIRECT,work,0.9958
350,159.160,159.640,safely,safely,DIRECT,safely,0.9956
351,159.640,160.240,only,only,DIRECT,only,0.9281
352,160.240,160.480,if,if,DIRECT,if,0.9983
353,160.480,160.640,the,the,DIRECT,the,0.9947
354,160.640,161.040,geometry,geometry,DIRECT,geometry,0.9892
355,161.040,161.700,separating,separating,DIRECT,separating,0.9976
356,161.700,162.120,them,them,DIRECT,them,0.9990
357,162.120,162.780,remained,remained,DIRECT,remained,0.9962
358,162.780,163.460,understood.,understood,DIRECT,understood.,0.9861
359,164.480,164.680,And,and,DIRECT,And,0.9755
360,164.680,164.800,there,there,DIRECT,there,0.9939
361,164.800,164.940,was,was,DIRECT,was,0.9992
362,164.940,165.220,one,one,DIRECT,one,0.9984
363,165.220,165.640,physical,physical,DIRECT,physical,0.9956
364,165.640,166.040,rule,rule,DIRECT,rule,0.9987
365,166.040,166.540,that,that,DIRECT,that,0.9963
366,166.540,166.740,made,made,DIRECT,made,0.9992
367,166.740,166.980,that,that,DIRECT,that,0.9966
368,166.980,167.520,separation,separation,DIRECT,separation,0.9981
369,167.520,168.140,critical.,critical,DIRECT,critical.,0.9993
370,169.060,169.300,Fresh,fresh,DIRECT,Fresh,0.8330
371,169.300,169.760,water,water,DIRECT,water,0.7759
372,169.760,170.620,dissolves,dissolves,DIRECT,dissolves,0.9977
373,170.620,171.240,salt.,salt,DIRECT,salt.,0.9988
374,172.100,172.380,That,that,DIRECT,That,0.9968
375,172.380,172.720,"morning,",morning,DIRECT,"morning,",0.9996
376,173.120,173.200,the,the,DIRECT,the,0.9987
377,173.200,173.380,drill,drill,DIRECT,drill,0.9280
378,173.380,173.780,assembly,assembly,DIRECT,assembly,0.9991
379,173.780,174.040,would,would,DIRECT,would,0.9985
380,174.040,174.220,not,not,DIRECT,not,0.9996
381,174.220,174.500,come,come,DIRECT,come,0.9993
382,174.500,174.880,free.,free,DIRECT,free.,0.9995
383,175.760,175.980,Later,later,DIRECT,Later,0.9971
384,175.980,176.860,reconstructions,reconstructions,DIRECT,reconstructions,0.9626
385,176.860,177.120,placed,placed,DIRECT,placed,0.9984
386,177.120,177.480,it,it,DIRECT,it,0.9981
387,177.480,177.880,at,at,DIRECT,at,0.9887
388,177.880,178.220,roughly,roughly,DIRECT,roughly,0.9995
389,178.357,178.523,twelve,twelve,FORCED,,0.0000
390,178.577,178.743,hundred,hundred,FORCED,,0.0000
391,178.797,178.963,and,and,FORCED,,0.0000
392,179.017,179.183,twenty-eight,twentyeight,FORCED,,0.0000
393,179.320,180.040,feet,feet,DIRECT,feet.,0.9759
394,180.820,181.060,close,close,DIRECT,Close,0.9956
395,181.060,181.320,enough,enough,DIRECT,enough,0.9994
396,181.320,181.520,to,to,DIRECT,to,0.9983
397,181.520,181.660,the,the,DIRECT,the,0.9987
398,181.660,182.180,mine's,mine's,DIRECT,mine's,0.9317
399,182.645,182.895,thirteen-hundred-foot,thirteenhundredfoot,FORCED,,0.0000
400,183.360,183.740,level,level,DIRECT,level,0.9790
401,183.740,184.200,to,to,DIRECT,to,0.9809
402,184.200,184.520,become,become,DIRECT,become,0.9980
403,184.520,185.020,central,central,DIRECT,central,0.9986
404,185.020,185.480,to,to,DIRECT,to,0.9991
405,185.480,185.620,the,the,DIRECT,the,0.9982
406,185.620,186.240,investigation.,investigation,DIRECT,investigation.,0.9994
407,187.180,187.520,Then,then,DIRECT,Then,0.4678
408,187.520,187.700,the,the,DIRECT,the,0.9369
409,187.700,188.000,problem,problem,DIRECT,problem,0.9938
410,188.000,188.660,changed.,changed,DIRECT,changed.,0.9952
411,189.600,189.620,Water,water,DIRECT,Water,0.9923
412,189.620,190.060,began,began,DIRECT,began,0.9924
413,190.060,190.620,entering,entering,DIRECT,entering,0.9978
414,190.620,190.800,the,the,DIRECT,the,0.9993
415,190.800,191.120,mine.,mine,DIRECT,mine.,0.9941
416,192.040,192.220,For,for,DIRECT,For,0.9965
417,192.220,192.320,the,the,DIRECT,the,0.9985
418,192.320,192.580,people,people,DIRECT,people,0.9980
419,192.580,193.080,"underground,",underground,DIRECT,"underground,",0.9961
420,193.500,193.740,that,that,DIRECT,that,0.9980
421,193.740,194.320,transformed,transformed,DIRECT,transformed,0.9993
422,194.320,194.580,the,the,DIRECT,the,0.9993
423,194.580,195.120,situation,situation,DIRECT,situation,0.9996
424,195.120,195.760,immediately.,immediately,DIRECT,immediately.,0.9975
425,197.060,197.080,Salt,salt,DIRECT,Salt,0.9795
426,197.080,197.340,mines,mines,DIRECT,mines,0.9878
427,197.340,197.600,are,are,DIRECT,are,0.9976
428,197.600,197.740,built,built,DIRECT,built,0.9975
429,197.740,197.960,to,to,DIRECT,to,0.9993
430,197.960,198.300,manage,manage,DIRECT,manage,0.9984
431,198.300,198.800,normal,normal,DIRECT,normal,0.9910
432,198.800,199.420,underground,underground,DIRECT,underground,0.9786
433,199.420,200.180,conditions.,conditions,DIRECT,conditions.,0.9993
434,200.800,201.020,They,they,DIRECT,They,0.9963
435,201.020,201.120,are,are,DIRECT,are,0.9930
436,201.120,201.260,not,not,DIRECT,not,0.9989
437,201.260,201.700,designed,designed,DIRECT,designed,0.9993
438,201.700,201.900,to,to,DIRECT,to,0.9996
439,201.900,202.260,accept,accept,DIRECT,accept,0.9980
440,202.260,202.480,a,a,DIRECT,a,0.9958
441,202.480,202.800,lake.,lake,DIRECT,lake.,0.9947
442,203.680,203.800,And,and,DIRECT,And,0.9807
443,203.800,204.040,because,because,DIRECT,because,0.9715
444,204.040,204.240,the,the,DIRECT,the,0.9990
445,204.240,204.720,surrounding,surrounding,DIRECT,surrounding,0.9984
446,204.720,205.200,structure,structure,DIRECT,structure,0.9985
447,205.200,205.620,itself,itself,DIRECT,itself,0.9939
448,205.620,205.860,was,was,DIRECT,was,0.9987
449,205.860,206.340,"soluble,",soluble,DIRECT,"soluble,",0.9912
450,207.000,207.180,no,no,DIRECT,no,0.9909
451,207.180,207.360,one,one,DIRECT,one,0.9217
452,207.360,207.520,could,could,DIRECT,could,0.9942
453,207.520,207.920,assume,assume,DIRECT,assume,0.9992
454,207.920,208.460,that,that,DIRECT,that,0.9943
455,208.460,208.620,an,an,DIRECT,an,0.9982
456,208.620,209.060,opening,opening,DIRECT,opening,0.9986
457,209.060,209.280,would,would,DIRECT,would,0.9984
458,209.280,209.620,remain,remain,DIRECT,remain,0.9985
459,209.620,209.800,the,the,DIRECT,the,0.9991
460,209.800,210.060,same,same,DIRECT,same,0.9997
461,210.060,210.620,size,size,DIRECT,size,0.9983
462,210.620,211.220,once,once,DIRECT,once,0.9230
463,211.220,211.600,water,water,DIRECT,water,0.9978
464,211.600,211.940,began,began,DIRECT,began,0.9961
465,211.940,212.240,moving,moving,DIRECT,moving,0.9987
466,212.240,212.600,through,through,DIRECT,through,0.9965
467,212.600,212.920,it.,it,DIRECT,it.,0.9981
468,213.410,213.860,At,at,DIRECT,At,0.7653
469,213.860,214.040,that,that,DIRECT,that,0.9919
470,214.040,214.360,"point,",point,DIRECT,"point,",0.9979
471,214.880,215.200,nobody,nobody,DIRECT,nobody,0.9900
472,215.200,215.840,underground,underground,DIRECT,underground,0.9966
