index,replacement_id,beat_id,start,end,replaces_kind,narration,model,aspect_ratio,cost_credits,prompt,status
14,SAT-RPL-014,SAT-B045,460.261,474.011,document,"But spending money to preserve an option did not prove that exercising the option would make sense. By 1994, Bonneville described the Project Three project as seventy-four percent physically complete.",gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A 1994 decision table: a carefully maintained model of the mostly built Project Three sits behind glass, while the foreground holds an unopened new-investment case and a closed preservation ledger, showing that past preservation does not justify the next commitment. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
15,SAT-RPL-015,SAT-B050,522.631,532.9110000000001,document,The conclusions went before the Supply System's Executive Board in November 1993 and its Board of Directors in January 1994.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A formal late-1993 public-power boardroom after two separate meetings: two rows of empty chairs face a central evidence table with four blank analysis folders and one preserved-project model, no identifiable people or readable documents. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
16,SAT-RPL-016,SAT-B051,532.9110000000001,541.271,gfx,The analysis asked four practical questions. Would completion damage Bonneville's competitiveness?,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: Four senior utility analysts occupy four separate stations around a single project model, each examining a different blank evidence package: competitiveness, completion, need and risk, composed as one serious decision process rather than an infographic. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
17,SAT-RPL-017,SAT-B055,580.211,588.871,gfx,Completing Project Three could push Bonneville's costs upward at the same moment its customers were gaining alternatives.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A utility customer-choice scene in the early 1990s: industrial customers compare several competing energy proposals at a table while the costly preserved nuclear project remains visible through the window, isolated from the new alternatives. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
18,SAT-RPL-018,SAT-B057,596.851,604.771,gfx,Not as a cooling tower. As a rate. The past two point six billion dollars could not answer those questions.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A household and small-business billing counter where a thick legacy-project cost file physically weighs down a stack of current rate envelopes; the cooling towers appear only as a small distant photograph. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
19,SAT-RPL-019,SAT-B059,620.9110000000001,632.011,document,The 1994 exhibits modeled Project Three at twelve hundred and forty megawatts. The combined-cycle reference was two hundred and forty megawatts.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A utility resource-planning warehouse containing one enormous fixed nuclear plant scale model beside several smaller modular combined-cycle equipment models, with planners measuring how each fits the system; no numeric labels. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
20,SAT-RPL-020,SAT-B063,670.851,681.331,gfx,The agency could shape and dispatch that output more flexibly around a hydroelectric system whose generation changed with water conditions.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A hydroelectric dispatch center during changing river conditions: operators coordinate flexible gas-generation controls beside live analog water-flow instruments, with generation units responding at different scales, no screens with readable data. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
21,SAT-RPL-021,SAT-B064,681.331,689.291,gfx,More of a combined-cycle plant's costs were variable and avoidable when it was not producing power.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A quiet combined-cycle plant at partial dispatch: modular turbine equipment rests while fuel delivery and operating crews are visibly scaled back, conveying costs that can be avoided when the plant is not producing. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
22,SAT-RPL-022,SAT-B065,689.291,696.939,gfx,Project Three carried a larger share of fixed costs that Bonneville would owe regardless of production.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A preserved unfinished nuclear facility during a shutdown period: security, maintenance, inspections and protected equipment continue across the site despite no power production, making unavoidable fixed costs visible. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
23,SAT-RPL-023,SAT-B069,726.998,739.158,generated,"Flexibility. An earlier study put the base estimate to complete Project Three at another one point five five billion dollars, in 1993 dollars.",gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A 1993 project-estimating room dominated by a vast unfinished construction model and heavy new-capital cases waiting beside it; one analyst studies the remaining commitment rather than the money already spent. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
24,SAT-RPL-024,SAT-B072,758.288,769.158,gfx,"In Bonneville's base case, completing Project Three exposed the agency to nearly three times as much capital at risk as the combined-cycle alternative.",gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A risk committee compares two physical investment paths on a long table: one path uses a very large locked steel capital case leading to the preserved nuclear project, the other several smaller modular equipment cases leading to a compact gas plant. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
25,SAT-RPL-025,SAT-B073,769.158,780.978,gfx,This comparison measured what would be lost if the resources were terminated early. Even the low Project Three case carried double the capital at risk.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: An early-termination exercise in a utility planning room: the nuclear route leaves behind two large unrecoverable equipment cases while the modular alternative leaves one smaller case, shown through physical props rather than charts. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
26,SAT-RPL-026,SAT-B074,780.978,797.108,generated,Then came the need question. Bonneville projected that Project Three's full twelve hundred and forty-megawatt output would create about six hundred average megawatts of surplus power even under its high-load forecast.,gpt_image_2,16:9,0.5,"SUBJECT AND COMPOSITION: A regional grid planning room where an oversized nuclear plant model overwhelms the available customer-load blocks and hydro-system model, leaving a substantial group of power blocks with nowhere to go. Create one photorealistic 16:9 documentary still with a clear foreground, middle ground and background, realistic scale, restrained natural or institutional light, and a calm lower 18 percent for burned English subtitles. HISTORICAL AND FACTUAL BOUNDARY: Match the era stated in the subject. Treat the scene as an interpretive documentary reconstruction, with anonymous non-identifiable adults and plausible period materials. Do not claim exact geography unless the subject explicitly describes the present Satsop site. ABSOLUTE EXCLUSIONS: no words, letters, dates, numbers, logos, captions, title cards, maps, arrows, charts, graphs, diagrams, split screens, UI panels, infographic blocks, readable paper, nuclear glow, disaster imagery, operating Satsop reactor, fuel, smoke, dramatic steam, cinematic spectacle, painterly illustration or 3D infographic style.",PROMPT_READY_NOT_SUBMITTED
