index,start,end,word,mode,confidence,chunk
182,80.740,81.080,mining,exact,0.9898,1
183,81.080,81.420,and,exact,0.9931,1
184,81.420,81.800,electric,exact,0.9892,1
185,81.800,82.340,power,exact,0.9976,1
186,82.340,82.860,for,exact,0.9108,1
187,82.860,83.220,a,exact,0.997,1
188,83.220,84.500,twenty-seven-million-pound,interp,0.0,1
189,84.500,85.000,machine,exact,0.9856,1
190,85.000,85.420,to,exact,0.9809,1
191,85.420,85.760,make,exact,0.999,1
192,85.760,86.260,economic,exact,0.9921,1
193,86.260,87.080,sense,exact,0.9965,1
194,87.780,88.040,And,exact,0.9788,1
195,88.040,88.240,what,exact,0.9832,1
196,88.240,88.440,had,exact,0.998,1
197,88.440,88.620,to,exact,0.9992,1
198,88.620,89.160,change,exact,0.9996,1
199,89.160,89.580,for,exact,0.9649,1
200,89.580,89.920,that,exact,0.9985,1
201,89.920,90.360,answer,exact,0.9991,1
202,90.360,90.600,to,exact,0.9552,1
203,90.600,91.020,become,exact,0.9987,1
204,91.020,91.680,obsolete,exact,0.9991,1
205,92.760,92.940,To,exact,0.9886,1
206,92.940,93.520,understand,exact,0.9986,1
207,93.520,93.780,Big,exact,0.494,1
208,93.780,94.840,Muskie,interp,0.0,1
209,94.840,94.900,take,exact,0.9901,1
210,94.900,95.100,the,exact,0.9986,1
211,95.100,95.620,machine,exact,0.9982,1
212,95.620,96.060,out,exact,0.996,1
213,96.060,96.220,of,exact,0.9952,1
214,96.220,96.320,the,exact,0.9973,1
215,96.320,96.860,picture,exact,0.9991,1
216,97.780,98.100,Start,exact,0.994,1
217,98.100,98.280,with,exact,0.9987,1
218,98.280,98.480,the,exact,0.9925,1
219,98.480,99.020,ground,exact,0.9965,1
220,99.020,100.360,Southeastern,interp,0.0,1
221,100.360,100.980,Ohio,exact,0.9907,1
222,101.560,101.680,The,exact,0.9568,1
223,101.680,102.260,Muskingum,interp,0.0,1
224,102.260,102.920,Mine,exact,0.4912,1
225,103.640,104.260,Coal,exact,0.6998,1
226,104.260,104.660,lay,interp,0.0,1
227,104.660,105.060,beneath,interp,0.0,1
228,105.060,105.420,the,exact,0.6908,1
229,105.420,105.700,surface,exact,0.4549,1
230,106.460,106.680,But,exact,0.9974,1
231,106.680,106.900,above,exact,0.9807,1
232,106.900,107.220,that,exact,0.9978,1
233,107.220,107.600,coal,exact,0.8628,1
234,107.600,108.000,was,exact,0.8085,1
235,108.000,108.220,the,exact,0.9973,1
236,108.220,108.580,material,exact,0.9984,1
237,108.580,108.840,that,exact,0.9932,1
238,108.840,109.180,made,exact,0.9991,1
239,109.180,109.500,surface,exact,0.9964,1
240,109.500,109.860,mining,exact,0.9696,1
241,109.860,110.480,possible,exact,0.9976,1
242,111.040,111.280,or,exact,0.9949,1
243,111.280,111.820,impossible,exact,0.9816,1
244,112.680,113.400,Overburden,exact,0.66,1
245,114.300,114.360,Rock,exact,0.8806,1
246,114.360,114.660,and,exact,0.9772,1
247,114.660,114.960,soil,exact,0.9797,1
248,114.960,115.420,that,exact,0.9576,1
249,115.420,115.620,had,exact,0.9969,1
250,115.620,115.740,to,exact,0.9982,1
251,115.740,115.960,be,exact,0.9992,1
252,115.960,116.280,removed,exact,0.9989,1
253,116.280,116.640,before,exact,0.9969,1
254,116.640,116.860,the,exact,0.9978,1
255,116.860,117.020,mine,exact,0.8762,1
256,117.020,117.220,could,exact,0.9957,1
257,117.220,117.440,reach,exact,0.9978,1
258,117.440,117.720,the,exact,0.9987,1
259,117.720,117.920,seam,exact,0.9117,1
260,117.920,118.580,below,exact,0.994,1
261,119.540,119.640,A,exact,0.9652,1
262,119.640,120.380,Bucyrus-Erie,interp,0.0,1
263,120.380,121.120,account,interp,0.0,1
264,121.120,121.340,from,exact,0.9937,1
265,121.340,121.580,Big,exact,0.8404,1
266,121.580,122.140,Muskie's,interp,0.0,1
267,122.140,122.400,working,exact,0.9617,1
268,122.400,122.900,era,exact,0.8871,1
269,122.900,123.640,described,exact,0.9518,1
270,123.640,124.200,average,exact,0.9197,1
271,124.200,125.000,overburden,exact,0.9723,1
272,125.000,125.440,in,exact,0.9612,1
273,125.440,125.680,its,exact,0.9848,1
274,125.680,126.040,operating,exact,0.9992,1
275,126.040,126.640,area,exact,0.9985,1
276,126.640,126.960,at,exact,0.9945,1
277,126.960,127.320,about,exact,0.9983,1
278,127.320,127.900,ninety-seven,interp,0.0,1
279,127.900,128.860,feet,exact,0.9193,1
280,129.480,129.700,Nearly,exact,0.9982,1
281,129.700,130.200,thirty,interp,0.0,1
282,130.200,130.500,meters,exact,0.5847,1
283,130.500,130.800,of,exact,0.9986,1
284,130.800,131.280,material,exact,0.9979,1
285,131.280,131.880,above,exact,0.9972,1
286,131.880,132.140,the,exact,0.9993,1
287,132.140,132.540,coal,exact,0.9353,1
288,132.540,133.560,In,exact,0.9521,1
289,133.560,133.900,one,exact,0.9915,1
290,133.900,134.320,cited,interp,0.0,1
291,134.320,134.880,case,exact,0.999,1
292,135.180,135.420,coal,exact,0.7973,1
293,135.420,135.740,was,exact,0.9985,1
294,135.740,136.120,uncovered,exact,0.9975,1
295,136.120,136.540,beneath,exact,0.9965,1
296,136.540,136.913,one,interp,0.0,1
297,136.913,137.287,hundred,interp,0.0,1
298,137.287,137.660,eighty-two,interp,0.0,1
299,137.660,138.240,feet,exact,0.9619,1
300,138.240,138.480,of,exact,0.9962,1
301,138.480,139.060,overburden,exact,0.8476,1
302,139.720,139.940,More,exact,0.9967,1
303,139.940,140.120,than,exact,0.9991,1
304,140.120,140.700,fifty-five,interp,0.0,1
305,140.700,141.200,meters,exact,0.5248,1
306,142.160,142.420,That,exact,0.9953,1
307,142.420,142.940,means,exact,0.9993,1
308,142.940,143.240,the,exact,0.8736,1
309,143.240,143.700,mine's,exact,0.8462,1
310,143.700,144.040,first,exact,0.9989,1
311,144.040,144.360,problem,exact,0.9984,1
312,144.360,144.580,was,exact,0.9989,1
313,144.580,144.920,not,exact,0.9986,1
314,144.920,145.500,coal,exact,0.998,1
315,146.040,146.160,It,exact,0.9959,1
316,146.160,146.440,was,exact,0.9995,1
317,146.440,146.840,everything,exact,0.9978,1
318,146.840,147.240,standing,exact,0.9976,1
319,147.240,147.460,in,exact,0.9981,1
320,147.460,147.600,the,exact,0.9984,1
321,147.600,147.760,way,exact,0.9967,1
322,147.760,147.900,of,exact,0.999,1
323,147.900,148.160,the,exact,0.9982,1
324,148.160,148.620,coal,exact,0.9949,1
325,149.260,149.500,And,exact,0.9869,1
326,149.500,149.600,in,exact,0.9855,1
327,149.600,149.740,the,exact,0.9977,1
328,149.740,149.980,late,exact,0.999,1
329,149.980,151.020,1960s,exact,0.9289,1
330,151.220,151.440,that,exact,0.9963,1
331,151.440,151.900,problem,exact,0.9994,1
332,151.900,152.320,was,exact,0.9974,1
333,152.320,152.640,getting,exact,0.9992,1
334,152.640,153.120,larger,exact,0.9993,1
335,153.120,154.300,In,exact,0.5876,1
336,154.300,155.200,1968,exact,0.9919,1
337,155.780,155.880,a,exact,0.9763,1
338,155.880,156.220,new,exact,0.9837,1
339,156.220,157.940,615-megawatt,interp,0.0,1
340,157.940,158.500,generating,exact,0.8765,1
341,158.500,159.040,unit,exact,0.998,1
342,159.040,159.520,came,exact,0.98,1
343,159.520,159.940,online,exact,0.9687,1
344,159.940,160.180,at,exact,0.9949,1
345,160.180,160.340,the,exact,0.9875,1
346,160.340,160.760,Muskingum,interp,0.0,1
347,160.760,161.080,River,exact,0.9458,1
348,161.080,161.420,power,exact,0.8438,1
349,161.420,161.860,plant,exact,0.8633,1
350,162.680,162.880,A,exact,0.9454,1
351,162.880,163.340,contemporary,exact,0.9874,1
352,163.340,164.260,AIME,interp,0.0,1
353,164.260,164.780,paper,exact,0.9746,1
354,164.780,165.320,on,exact,0.9294,1
355,165.320,165.620,Central,exact,0.5952,1
356,165.620,166.120,Ohio,exact,0.9886,1
357,166.120,166.420,Coal,exact,0.4927,1
358,166.420,167.000,Company's,exact,0.86,1
359,167.000,167.580,expansion,exact,0.9947,1
360,167.580,168.220,said,exact,0.9134,1
361,168.220,168.400,the,exact,0.9623,1
362,168.400,169.020,plant's,exact,0.8583,1
363,169.020,169.240,annual,exact,0.9965,1
364,169.240,169.640,coal,exact,0.9677,1
365,169.640,170.220,requirement,exact,0.9974,1
366,170.220,171.020,rose,exact,0.9894,1
367,171.020,171.300,from,exact,0.9984,1
368,171.300,171.600,roughly,exact,0.9992,1
369,171.600,171.960,2,exact,0.951,1
370,171.960,172.480,6,exact,0.9961,1
371,172.480,172.820,million,exact,0.9855,1
372,172.820,173.240,tons,exact,0.7341,1
373,173.240,173.760,to,exact,0.9961,1
374,173.760,174.100,4,exact,0.9257,1
375,174.100,174.660,4,exact,0.9969,1
376,174.660,175.080,million,exact,0.9977,1
377,175.760,175.920,An,exact,0.9496,1
378,175.920,176.360,increase,exact,0.9988,1
379,176.360,176.660,of,exact,0.9989,1
380,176.660,177.000,almost,exact,0.9989,1
381,177.000,177.440,seventy,interp,0.0,1
382,177.440,178.500,percent,exact,0.3052,1
383,178.500,179.220,More,exact,0.5779,1
384,179.220,179.740,electricity,exact,0.99,1
385,179.740,180.200,meant,exact,0.9869,1
386,180.200,180.460,more,exact,0.9938,1
387,180.460,181.000,fuel,exact,0.9988,1
388,181.580,181.840,More,exact,0.9867,1
389,181.840,182.440,fuel,exact,0.9995,1
390,182.440,182.840,meant,exact,0.9958,1
391,182.840,183.400,exposing,exact,0.9966,1
392,183.400,183.740,more,exact,0.9977,1
393,183.740,184.580,coal,exact,0.9987,1
394,184.960,185.140,And,exact,0.9858,1
395,185.140,185.560,exposing,exact,0.9869,1
396,185.560,185.920,more,exact,0.9979,1
397,185.920,186.620,coal,exact,0.9987,1
398,186.620,187.060,meant,exact,0.9813,1
399,187.060,187.500,moving,exact,0.9956,1
400,187.500,188.020,more,exact,0.9946,1
401,188.020,188.700,overburden,exact,0.7677,1
402,188.700,189.600,faster,exact,0.979,1
403,190.780,190.960,Central,exact,0.9418,1
404,190.960,191.540,Ohio,exact,0.9757,1
405,191.540,191.860,Coal,exact,0.7539,1
406,191.860,192.420,responded,exact,0.9981,1
407,192.420,192.960,with,exact,0.9928,1
408,192.960,193.240,an,exact,0.9988,1
409,193.240,193.660,expansion,exact,0.9933,1
410,193.660,194.140,and,exact,0.9951,1
411,194.140,194.680,modernization,exact,0.9213,1
412,194.680,195.700,program,exact,0.9191,1
413,195.700,196.120,valued,exact,0.8558,1
414,196.120,196.360,at,exact,0.9935,1
415,196.360,196.740,about,exact,0.9937,1
416,196.740,197.300,forty-one,interp,0.0,1
417,197.300,197.780,million,exact,0.9616,1
418,197.780,199.200,dollars,interp,0.0,1
419,199.200,199.480,Big,exact,0.9527,1
420,199.480,199.900,Muskie,interp,0.0,1
421,199.900,200.540,was,exact,0.9915,1
422,200.540,200.920,not,exact,0.9955,1
423,200.920,201.200,the,exact,0.9974,1
424,201.200,201.560,entire,exact,0.997,1
425,201.560,202.180,program,exact,0.9919,1
426,202.180,203.060,The,exact,0.6486,1
427,203.060,203.340,mine,exact,0.6957,1
428,203.340,203.820,itself,exact,0.9946,1
429,203.820,204.100,was,exact,0.9887,1
430,204.100,204.420,becoming,exact,0.9935,1
431,204.420,204.640,a,exact,0.9906,1
432,204.640,205.040,larger,exact,0.9927,1
433,205.040,205.640,industrial,exact,0.9864,1
434,205.640,206.560,system,exact,0.9986,1
435,207.120,207.280,Mining,exact,0.9915,1
436,207.280,208.000,equipment,exact,0.9952,1
437,208.680,208.840,Coal,exact,0.957,1
438,208.840,209.220,handling,exact,0.8829,1
439,209.840,210.000,An,exact,0.5641,1
440,210.000,210.440,electric,exact,0.9958,1
441,210.440,211.000,railroad,exact,0.6973,1
442,211.820,211.980,The,exact,0.976,1
443,211.980,212.320,connection,exact,0.9954,1
444,212.320,212.700,to,exact,0.9985,1
445,212.700,212.880,the,exact,0.9927,1
446,212.880,213.100,power,exact,0.958,1
447,213.100,213.520,plant,exact,0.9726,1
448,214.120,214.340,And,exact,0.9966,1
449,214.340,214.880,one,exact,0.9713,1
450,214.880,215.620,unprecedented,exact,0.9735,1
451,215.620,216.300,stripping,exact,0.9607,1
452,216.300,218.180,dragline,interp,0.0,1
453,218.180,218.540,That,exact,0.9848,1
454,218.540,219.100,distinction,exact,0.9854,1
455,219.100,219.620,matters,exact,0.9966,1
456,220.860,220.920,Big,exact,0.96,1
457,220.920,221.260,Muskie,interp,0.0,1
458,221.260,221.500,was,exact,0.9974,1
459,221.500,221.760,not,exact,0.9992,1
460,221.760,222.020,born,exact,0.9553,1
461,222.020,222.260,from,exact,0.9952,1
462,222.260,222.440,the,exact,0.9982,1
463,222.440,222.940,question,exact,0.9986,1
464,223.380,223.620,How,exact,0.3567,1
465,223.620,224.060,large,exact,0.9976,1
466,224.060,224.220,can,exact,0.9971,1
467,224.220,224.400,we,exact,0.998,1
468,224.400,224.600,build,exact,0.9981,1
469,224.600,224.780,a,exact,0.9985,1
470,224.780,225.240,machine,exact,0.9991,1
471,225.240,226.380,A,exact,0.5237,1
472,226.380,227.240,1969,exact,0.9765,1
473,227.240,228.080,engineering,exact,0.9177,1
474,228.080,228.440,paper,exact,0.9975,1
475,228.440,228.720,by,exact,0.9938,1
476,228.720,229.080,Melvin,exact,0.9407,1
477,229.080,230.180,Kraschnewski,interp,0.0,1
478,230.180,230.780,describes,exact,0.8898,1
479,230.780,231.220,a,exact,0.9566,1
480,231.220,231.460,very,exact,0.9664,1
481,231.460,231.860,different,exact,0.9978,1
482,231.860,232.660,process,exact,0.9991,1
483,233.360,233.540,How,exact,0.8156,1
484,233.540,233.860,much,exact,0.9975,1
485,233.860,234.240,coal,exact,0.986,1
486,234.240,234.420,would,exact,0.9472,1
487,234.420,234.580,the,exact,0.9981,1
488,234.580,234.880,system,exact,0.9937,1
489,234.880,235.240,need,exact,0.9965,1
490,235.240,235.580,each,exact,0.9954,1
491,235.580,236.260,year,exact,0.999,1
492,236.600,236.860,How,exact,0.9918,1
493,236.860,237.140,deep,exact,0.9972,1
494,237.140,237.400,was,exact,0.9972,1
495,237.400,237.580,the,exact,0.9972,1
496,237.580,238.180,overburden,exact,0.8626,1
497,239.040,239.240,What,exact,0.993,1
498,239.240,239.440,did,exact,0.9952,1
499,239.440,239.660,the,exact,0.9963,1
500,239.660,239.980,terrain,exact,0.9886,1
501,239.980,240.280,look,exact,0.9964,1
502,240.280,240.740,like,exact,0.9993,1
503,241.540,241.740,How,exact,0.9937,1
504,241.740,242.000,would,exact,0.9954,1
505,242.000,242.380,material,exact,0.9789,1
506,242.380,242.680,have,exact,0.9933,1
507,242.680,242.840,to,exact,0.999,1
508,242.840,243.100,move,exact,0.9993,1
509,243.100,243.440,through,exact,0.9955,1
510,243.440,243.640,the,exact,0.9987,1
511,243.640,244.040,mine,exact,0.9879,1
512,244.760,245.100,Those,exact,0.9966,1
513,245.100,245.840,conditions,exact,0.9988,1
514,245.840,246.380,drove,exact,0.9972,1
515,246.380,246.700,the,exact,0.999,1
516,246.700,246.980,size,exact,0.9983,1
517,246.980,247.220,of,exact,0.9986,1
518,247.220,247.380,the,exact,0.9988,1
519,247.380,247.840,machine,exact,0.9988,1
520,248.720,248.980,The,exact,0.9955,1
521,248.980,249.280,record,exact,0.9882,1
522,249.280,249.780,did,exact,0.9923,1
523,249.780,250.020,not,exact,0.9988,1
524,250.020,250.340,create,exact,0.9983,1
525,250.340,251.360,the,exact,0.9983,1
526,251.360,251.360,job,exact,0.9963,1
527,251.520,251.840,The,exact,0.9953,1
528,251.840,252.320,job,exact,0.9898,1
529,252.320,253.040,created,exact,0.9939,1
530,253.040,253.340,the,exact,0.9993,1
531,253.340,253.800,record,exact,0.9989,1
532,253.800,255.060,Central,exact,0.5781,1
533,255.060,255.660,Ohio,exact,0.9833,1
534,255.660,256.020,Coal,exact,0.2768,1
535,256.020,256.220,was,exact,0.9943,1
536,256.220,256.460,not,exact,0.9974,1
537,256.460,256.780,choosing,exact,0.9901,1
538,256.780,257.120,between,exact,0.9973,1
539,257.120,257.340,a,exact,0.9907,1
540,257.340,257.680,normal,exact,0.9949,1
541,257.680,258.480,excavator,exact,0.9941,1
542,258.480,258.800,and,exact,0.9888,1
543,258.800,258.920,a,exact,0.9926,1
544,258.920,259.460,monster,exact,0.9863,1
545,260.300,260.340,It,exact,0.9938,1
546,260.340,260.640,was,exact,0.9995,1
547,260.640,261.080,comparing,exact,0.9923,1
548,261.080,261.440,mining,exact,0.9958,1
549,261.440,262.140,systems,exact,0.9976,1
550,263.040,263.200,A,exact,0.9906,1
551,263.200,263.880,dragline,interp,0.0,1
552,263.880,264.120,offered,exact,0.9931,1
553,264.120,264.440,a,exact,0.9986,1
554,264.440,264.680,powerful,exact,0.9982,1
555,264.680,265.380,advantage,exact,0.9995,1
556,266.040,266.160,It,exact,0.9948,1
557,266.160,266.360,could,exact,0.9986,1
558,266.360,266.600,reach,exact,0.997,1
559,266.600,266.920,across,exact,0.9885,1
560,266.920,267.160,a,exact,0.999,1
561,267.160,267.460,wide,exact,0.9921,1
562,267.460,267.940,cut,exact,0.946,1
563,268.300,268.480,pull,exact,0.9987,1
564,268.480,268.720,a,exact,0.994,1
565,268.720,268.860,bucket,exact,0.9974,1
566,268.860,269.220,through,exact,0.9956,1
567,269.220,269.500,the,exact,0.998,1
568,269.500,269.960,overburden,exact,0.8067,1
569,270.500,270.520,lift,exact,0.9911,1
570,270.520,271.000,it,exact,0.9975,1
571,271.040,271.440,swing,exact,0.9953,1
572,271.920,272.160,and,exact,0.999,1
573,272.160,272.380,dump,exact,0.9906,1
574,272.380,272.620,the,exact,0.9959,1
575,272.620,273.080,material,exact,0.9984,1
576,273.080,273.760,without,exact,0.9847,1
577,273.760,274.180,hauling,exact,0.9478,1
578,274.180,274.580,every,exact,0.9983,1
579,274.580,274.820,bucket,exact,0.9964,1
580,274.820,275.140,away,exact,0.9977,1
581,275.140,275.460,on,exact,0.9973,1
582,275.460,275.880,trucks,exact,0.9926,1
583,277.000,277.180,When,exact,0.997,1
584,277.180,277.580,the,exact,0.9977,1
585,277.580,277.920,overburden,exact,0.993,1
586,277.920,278.280,is,exact,0.9996,1
587,278.280,278.500,more,exact,0.9991,1
588,278.500,278.580,than,exact,0.9981,1
589,278.580,278.740,a,exact,0.6314,1
590,278.740,278.940,hundred,exact,0.9254,1
591,278.940,279.300,feet,exact,0.9638,1
592,279.300,279.920,deep,exact,0.9977,1
593,280.380,280.640,reach,exact,0.9748,1
594,280.640,281.020,begins,exact,0.9919,1
595,281.020,281.240,to,exact,0.9989,1
596,281.240,281.520,matter,exact,0.9872,1
597,281.520,282.280,almost,exact,0.969,1
598,282.280,282.460,as,exact,0.2804,1
599,282.460,282.680,much,exact,0.9861,1
600,282.680,283.040,as,exact,0.995,1
601,283.040,283.280,bucket,exact,0.9208,1
602,283.280,283.960,capacity,exact,0.987,1
603,285.000,285.100,So,exact,0.9843,1
604,285.100,285.420,does,exact,0.9953,1
605,285.420,286.100,geometry,exact,0.9757,1
606,287.040,287.220,Cycle,exact,0.9694,1
607,287.220,287.780,time,exact,0.9524,1
608,288.420,288.700,Annual,exact,0.9851,1
609,288.700,289.340,production,exact,0.9991,1
610,290.200,290.340,Where,exact,0.9937,1
611,290.340,290.600,the,exact,0.9984,1
612,290.600,290.880,spoil,exact,0.9458,1
613,290.880,291.180,will,exact,0.9985,1
614,291.180,291.940,go,exact,0.9991,1
615,292.400,292.620,How,exact,0.9938,1
616,292.620,292.840,the,exact,0.9982,1
617,292.840,293.060,land,exact,0.9982,1
618,293.060,293.300,will,exact,0.9952,1
