index,start,end,word,mode,confidence,chunk
353,1277.020,1277.340,Its,exact,0.917,4
354,1277.340,1277.740,absence,exact,0.0108,4
355,1277.740,1278.280,is,exact,0.9048,4
356,1278.280,1278.620,part,exact,0.9701,4
357,1278.620,1278.840,of,exact,0.9975,4
358,1278.840,1278.960,the,exact,0.9952,4
359,1278.960,1279.440,scale,exact,0.9914,4
360,1280.300,1280.700,Almost,exact,0.9879,4
361,1280.700,1281.060,all,exact,0.998,4
362,1281.060,1281.240,of,exact,0.987,4
363,1281.240,1281.400,Big,exact,0.7934,4
364,1281.400,1281.740,Muskie,interp,0.0,4
365,1281.740,1281.960,was,exact,0.9965,4
366,1281.960,1282.260,gone,exact,0.9929,4
367,1282.260,1282.480,by,exact,0.9952,4
368,1282.480,1282.600,the,exact,0.9943,4
369,1282.600,1282.760,end,exact,0.9972,4
370,1282.760,1283.740,of,exact,0.999,4
371,1283.740,1283.740,1999,exact,0.9878,4
372,1284.700,1284.840,The,exact,0.9946,4
373,1284.840,1285.040,bucket,exact,0.946,4
374,1285.040,1285.500,became,exact,0.9984,4
375,1285.500,1286.120,the,exact,0.9958,4
376,1286.120,1286.140,major,exact,0.9852,4
377,1286.140,1286.560,public,exact,0.9898,4
378,1286.560,1287.120,monument,exact,0.9912,4
379,1287.880,1288.140,And,exact,0.9966,4
380,1288.140,1288.280,it,exact,0.9942,4
381,1288.280,1288.440,is,exact,0.9964,4
382,1288.440,1288.680,not,exact,0.9982,4
383,1288.680,1289.140,literally,exact,0.9946,4
384,1289.140,1289.420,the,exact,0.9958,4
385,1289.420,1289.740,only,exact,0.9986,4
386,1289.740,1290.220,material,exact,0.9983,4
387,1290.220,1290.560,that,exact,0.999,4
388,1290.560,1291.060,survives,exact,0.9978,4
389,1292.100,1292.360,The,exact,0.9961,4
390,1292.360,1292.840,Historical,exact,0.9234,4
391,1292.840,1293.480,Construction,exact,0.9971,4
392,1293.480,1293.940,Equipment,exact,0.9922,4
393,1293.940,1294.780,Association,exact,0.9798,4
394,1294.780,1295.520,preserves,exact,0.9821,4
395,1295.520,1296.180,smaller,exact,0.9936,4
396,1296.180,1296.760,pieces,exact,0.9987,4
397,1297.500,1297.680,sections,exact,0.9975,4
398,1297.680,1298.000,of,exact,0.9995,4
399,1298.000,1298.300,cable,exact,0.9795,4
400,1298.300,1298.580,and,exact,0.9831,4
401,1298.580,1298.960,chain,exact,0.979,4
402,1298.960,1299.460,and,exact,0.6974,4
403,1299.460,1299.640,a,exact,0.9858,4
404,1299.640,1299.900,bucket,exact,0.9937,4
405,1299.900,1300.340,tooth,exact,0.8167,4
406,1301.140,1301.360,But,exact,0.9946,4
407,1301.360,1301.700,beside,exact,0.8562,4
408,1301.700,1302.440,the,exact,0.9984,4
409,1302.440,1302.440,bucket,exact,0.9968,4
410,1302.440,1302.700,the,exact,0.5167,4
411,1302.700,1303.000,history,exact,0.997,4
412,1303.000,1303.460,becomes,exact,0.9961,4
413,1303.460,1303.900,physical,exact,0.0169,4
414,1304.560,1304.900,The,exact,0.9703,4
415,1304.900,1305.340,machine,exact,0.9806,4
416,1305.340,1305.700,is,exact,0.9964,4
417,1305.700,1306.200,gone,exact,0.9948,4
418,1306.740,1306.960,The,exact,0.9875,4
419,1306.960,1307.260,scale,exact,0.9961,4
420,1307.260,1307.480,of,exact,0.9971,4
421,1307.480,1307.940,the,exact,0.9963,4
422,1307.940,1307.940,decision,exact,0.9941,4
423,1307.940,1308.200,that,exact,0.9883,4
424,1308.200,1308.560,created,exact,0.994,4
425,1308.560,1309.200,it,exact,0.9959,4
426,1309.200,1309.440,is,exact,0.9715,4
427,1309.440,1309.760,still,exact,0.998,4
428,1309.760,1310.060,sitting,exact,0.9981,4
429,1310.060,1310.440,there,exact,0.9984,4
430,1310.440,1310.760,in,exact,0.9835,4
431,1310.760,1311.300,steel,exact,0.9317,4
432,1312.160,1312.280,There,exact,0.9937,4
433,1312.280,1312.400,is,exact,0.9934,4
434,1312.400,1312.720,another,exact,0.9957,4
435,1312.720,1313.180,monument,exact,0.983,4
436,1313.180,1313.940,too,exact,0.6238,4
437,1314.280,1314.380,It,exact,0.995,4
438,1314.380,1314.520,is,exact,0.9934,4
439,1314.520,1314.860,much,exact,0.9978,4
440,1314.860,1315.220,larger,exact,0.9989,4
441,1315.220,1315.460,than,exact,0.9974,4
442,1315.460,1316.080,the,exact,0.9981,4
443,1316.080,1316.080,bucket,exact,0.9829,4
444,1316.780,1316.880,The,exact,0.9903,4
445,1316.880,1317.340,land,exact,0.95,4
446,1317.340,1318.100,itself,exact,0.9966,4
447,1319.180,1319.280,A,exact,0.98,4
448,1319.280,1319.680,landscape,exact,0.9258,4
449,1319.680,1320.340,first,exact,0.9632,4
450,1320.340,1320.980,reorganized,exact,0.9521,4
451,1320.980,1321.300,for,exact,0.997,4
452,1321.300,1321.700,mining,exact,0.9944,4
453,1322.600,1322.600,Cut,exact,0.9863,4
454,1322.920,1323.440,Moved,exact,0.9833,4
455,1324.220,1324.640,Planned,exact,0.3201,4
456,1324.640,1324.940,around,exact,0.9938,4
457,1324.940,1325.400,a,exact,0.9925,4
458,1325.400,1325.420,stripping,exact,0.9936,4
459,1325.420,1326.120,system,exact,0.9981,4
460,1326.580,1326.920,Then,exact,0.9924,4
461,1326.920,1327.480,reorganized,exact,0.9748,4
462,1327.480,1327.980,again,exact,0.9943,4
463,1327.980,1328.240,through,exact,0.9853,4
464,1328.240,1328.780,reclamation,exact,0.9354,4
465,1328.780,1329.460,and,exact,0.8355,4
466,1329.460,1329.660,the,exact,0.9887,4
467,1329.660,1329.960,later,exact,0.9926,4
468,1329.960,1330.380,reuse,exact,0.97,4
469,1330.380,1330.780,of,exact,0.9989,4
470,1330.780,1331.000,former,exact,0.9784,4
471,1331.000,1331.360,mining,exact,0.9934,4
472,1331.360,1331.980,land,exact,0.8821,4
473,1332.780,1333.000,Big,exact,0.9532,4
474,1333.000,1333.380,Muskie,interp,0.0,4
475,1333.380,1333.740,therefore,exact,0.8528,4
476,1333.740,1334.040,left,exact,0.9887,4
477,1334.040,1334.500,behind,exact,0.9963,4
478,1334.500,1334.860,more,exact,0.983,4
479,1334.860,1335.020,than,exact,0.9974,4
480,1335.020,1335.400,one,exact,0.9982,4
481,1335.400,1335.960,object,exact,0.9861,4
482,1336.720,1336.760,It,exact,0.9905,4
483,1336.760,1337.060,left,exact,0.9983,4
484,1337.060,1337.460,evidence,exact,0.9979,4
485,1337.460,1337.720,of,exact,0.9988,4
486,1337.720,1337.820,a,exact,0.9988,4
487,1337.820,1338.180,particular,exact,0.999,4
488,1338.180,1338.660,moment,exact,0.9958,4
489,1338.660,1339.160,in,exact,0.9884,4
490,1339.160,1339.580,American,exact,0.9957,4
491,1339.580,1340.200,industrial,exact,0.9666,4
492,1340.200,1340.940,history,exact,0.9997,4
493,1341.540,1341.640,A,exact,0.9952,4
494,1341.640,1341.900,moment,exact,0.9985,4
495,1341.900,1342.180,when,exact,0.9793,4
496,1342.180,1342.980,electric-power,interp,0.0,4
497,1342.980,1343.480,demand,exact,0.926,4
498,1344.000,1344.160,deep,exact,0.9954,4
499,1344.160,1344.900,overburden,exact,0.8237,4
500,1345.220,1345.500,coal,exact,0.95,4
501,1345.500,1345.980,economics,exact,0.7586,4
502,1345.980,1346.720,and,exact,0.5371,4
503,1346.720,1347.220,engineering,exact,0.9958,4
504,1347.220,1347.920,capability,exact,0.9893,4
505,1347.920,1348.820,all,exact,0.8411,4
506,1348.820,1349.240,pointed,exact,0.9895,4
507,1349.240,1349.580,in,exact,0.9965,4
508,1349.580,1349.840,the,exact,0.999,4
509,1349.840,1350.060,same,exact,0.9997,4
510,1350.060,1350.720,direction,exact,0.9994,4
511,1351.600,1351.780,For,exact,0.9938,4
512,1351.780,1351.940,a,exact,0.9939,4
513,1351.940,1352.400,time,exact,0.9997,4
514,1352.540,1352.620,the,exact,0.9954,4
515,1352.620,1353.040,rational,exact,0.9937,4
516,1353.040,1353.360,answer,exact,0.9995,4
517,1353.360,1354.060,was,exact,0.9995,4
518,1354.060,1354.720,gigantic,exact,0.775,4
519,1355.600,1355.840,Not,exact,0.9924,4
520,1355.840,1356.240,because,exact,0.9968,4
521,1356.240,1356.560,scale,exact,0.9591,4
522,1356.560,1356.840,was,exact,0.9992,4
523,1356.840,1357.000,the,exact,0.9945,4
524,1357.000,1357.380,goal,exact,0.8836,4
525,1357.920,1358.240,Because,exact,0.9987,4
526,1358.240,1358.520,the,exact,0.9978,4
527,1358.520,1358.720,problem,exact,0.9987,4
528,1358.720,1359.460,itself,exact,0.9991,4
529,1359.460,1359.940,was,exact,0.3937,4
530,1359.940,1360.620,enormous,exact,0.9903,4
531,1361.500,1361.740,Then,exact,0.9562,4
532,1361.740,1362.220,demand,exact,0.9377,4
533,1362.220,1363.020,changed,exact,0.9824,4
534,1364.100,1364.100,Technology,exact,0.9795,4
535,1364.100,1364.860,changed,exact,0.9976,4
536,1365.420,1365.820,Fuel,exact,0.9065,4
537,1365.820,1366.480,economics,exact,0.8624,4
538,1366.480,1367.260,changed,exact,0.9975,4
539,1367.860,1368.020,The,exact,0.9926,4
540,1368.020,1368.600,obligations,exact,0.9945,4
541,1368.600,1369.160,attached,exact,0.9955,4
542,1369.160,1369.380,to,exact,0.998,4
543,1369.380,1369.560,the,exact,0.9933,4
544,1369.560,1369.920,land,exact,0.9934,4
545,1369.920,1370.760,changed,exact,0.993,4
546,1371.540,1371.680,And,exact,0.9269,4
547,1371.680,1371.880,the,exact,0.9947,4
548,1371.880,1372.120,machine,exact,0.9923,4
549,1372.120,1372.340,that,exact,0.9895,4
550,1372.340,1372.520,had,exact,0.9425,4
551,1372.520,1372.760,once,exact,0.9985,4
552,1372.760,1372.980,been,exact,0.9895,4
553,1372.980,1373.140,an,exact,0.9814,4
554,1373.140,1373.880,answer,exact,0.9974,4
555,1373.880,1374.480,became,exact,0.8824,4
556,1374.480,1374.720,a,exact,0.9978,4
557,1374.720,1374.980,new,exact,0.998,4
558,1374.980,1375.540,problem,exact,0.9993,4
559,1376.460,1376.760,Today,exact,0.9638,4
560,1376.760,1377.200,people,exact,0.4656,4
561,1377.200,1377.420,look,exact,0.9884,4
562,1377.420,1377.560,at,exact,0.9985,4
563,1377.560,1377.760,the,exact,0.9956,4
564,1377.760,1377.900,bucket,exact,0.9846,4
565,1377.900,1378.140,and,exact,0.9949,4
566,1378.140,1378.460,ask,exact,0.9915,4
567,1379.100,1379.200,How,exact,0.4076,4
568,1379.200,1379.420,could,exact,0.9948,4
569,1379.420,1379.820,anyone,exact,0.9914,4
