index,start,end,word,mode,confidence,chunk
73,780.280,780.480,Under,exact,0.974,3
74,780.480,780.700,the,exact,0.9978,3
75,780.700,781.140,operating,exact,0.9838,3
76,781.140,781.680,conditions,exact,0.9979,3
77,781.680,782.200,described,exact,0.9855,3
78,782.200,782.460,by,exact,0.9984,3
79,782.460,783.080,Bucyrus,interp,0.0,3
80,783.080,783.260,in,exact,0.9608,3
81,783.260,783.380,the,exact,0.9986,3
82,783.380,785.300,mid-1970s,interp,0.0,3
83,785.300,785.340,Big,exact,0.7465,3
84,785.340,785.700,Muskie,interp,0.0,3
85,785.700,785.920,could,exact,0.9971,3
86,785.920,786.220,move,exact,0.9976,3
87,786.220,786.460,more,exact,0.997,3
88,786.460,786.640,than,exact,0.9976,3
89,786.640,787.080,eight,interp,0.0,3
90,787.080,787.520,thousand,interp,0.0,3
91,787.520,787.840,cubic,exact,0.9962,3
92,787.840,788.200,yards,exact,0.9977,3
93,788.200,788.580,of,exact,0.9943,3
94,788.580,789.160,overburden,exact,0.7857,3
95,789.160,789.740,per,exact,0.995,3
96,789.740,790.140,operating,exact,0.9961,3
97,790.140,790.720,hour,exact,0.9925,3
98,791.400,791.640,Across,exact,0.9884,3
99,791.640,791.880,its,exact,0.9896,3
100,791.880,792.220,working,exact,0.9944,3
101,792.220,792.880,life,exact,0.893,3
102,793.200,793.720,AEP,exact,0.8459,3
103,793.720,794.180,and,exact,0.9741,3
104,794.180,794.680,Ohio,exact,0.9905,3
105,794.680,795.140,historical,exact,0.6538,3
106,795.140,795.960,sources,exact,0.7553,3
107,795.960,796.520,credit,exact,0.8708,3
108,796.520,796.800,the,exact,0.9988,3
109,796.800,797.100,machine,exact,0.9948,3
110,797.100,797.380,with,exact,0.9953,3
111,797.380,797.720,moving,exact,0.9934,3
112,797.720,797.980,more,exact,0.9956,3
113,797.980,806.420,than,exact,0.9987,3
114,806.420,806.420,four,interp,0.0,3
115,806.420,806.420,hundred,interp,0.0,3
116,806.420,806.420,eighty-three,interp,0.0,3
117,806.420,806.420,million,interp,0.0,3
118,806.420,806.420,cubic,interp,0.0,3
119,806.420,806.420,yards,interp,0.0,3
120,806.420,806.420,of,interp,0.0,3
121,806.420,806.420,rock,interp,0.0,3
122,806.420,806.420,and,interp,0.0,3
123,806.420,806.420,earth,interp,0.0,3
124,806.420,806.420,A,interp,0.0,3
125,806.420,806.420,current,interp,0.0,3
126,806.420,806.420,Ohio,interp,0.0,3
127,806.420,806.420,marker,interp,0.0,3
128,806.420,806.420,says,interp,0.0,3
129,806.420,806.700,that,exact,0.4556,3
130,806.700,807.080,work,exact,0.9814,3
131,807.080,807.740,exposed,exact,0.9888,3
132,807.740,808.280,nearly,exact,0.997,3
133,808.280,808.960,eighteen,interp,0.0,3
134,808.960,809.420,million,exact,0.9887,3
135,809.420,809.880,tons,exact,0.6955,3
136,809.880,810.260,of,exact,0.997,3
137,810.260,810.900,coal,exact,0.997,3
138,811.600,811.840,This,exact,0.9949,3
139,811.840,812.020,was,exact,0.9989,3
140,812.020,812.220,not,exact,0.9984,3
141,812.220,812.380,a,exact,0.9994,3
142,812.380,812.620,machine,exact,0.9991,3
143,812.620,812.900,that,exact,0.9988,3
144,812.900,813.180,became,exact,0.9936,3
145,813.180,813.640,too,exact,0.9978,3
146,813.640,813.920,large,exact,0.9974,3
147,813.920,814.100,to,exact,0.9971,3
148,814.100,814.300,be,exact,0.9991,3
149,814.300,814.780,useful,exact,0.9958,3
150,815.440,815.520,It,exact,0.9891,3
151,815.520,815.780,was,exact,0.9988,3
152,815.780,816.320,useful,exact,0.9952,3
153,817.080,817.320,That,exact,0.9958,3
154,817.320,817.480,is,exact,0.9933,3
155,817.480,817.720,why,exact,0.9934,3
156,817.720,817.880,the,exact,0.9874,3
157,817.880,818.220,next,exact,0.9899,3
158,818.220,818.880,document,exact,0.9838,3
159,818.880,819.560,matters,exact,0.9577,3
160,819.560,820.060,so,exact,0.9911,3
161,820.060,820.680,much,exact,0.9996,3
162,821.380,821.600,In,exact,0.9957,3
163,821.600,822.540,1977,exact,0.987,3
164,823.440,823.520,a,exact,0.9969,3
165,823.520,823.760,study,exact,0.9897,3
166,823.760,824.180,sponsored,exact,0.9862,3
167,824.180,824.560,by,exact,0.9993,3
168,824.560,824.700,the,exact,0.9661,3
169,824.700,824.780,U,exact,0.4958,3
170,824.780,825.020,S,exact,0.9913,3
171,825.140,825.260,Bureau,exact,0.9916,3
172,825.260,825.500,of,exact,0.9961,3
173,825.500,826.180,Mines,exact,0.8872,3
174,826.180,826.820,examined,exact,0.9848,3
175,826.820,827.180,the,exact,0.9983,3
176,827.180,827.520,real,exact,0.9674,3
177,827.520,827.880,stripping,exact,0.9857,3
178,827.880,828.480,system,exact,0.9995,3
179,828.480,828.900,at,exact,0.9922,3
180,828.900,829.080,the,exact,0.9891,3
181,829.080,829.520,Muskingum,interp,0.0,3
182,829.520,830.060,Mine,exact,0.5991,3
183,830.060,830.960,Not,exact,0.3167,3
184,830.960,831.200,a,exact,0.9983,3
185,831.200,831.560,promotional,exact,0.9874,3
186,831.560,832.540,brochure,exact,0.9985,3
187,832.780,833.020,Not,exact,0.9925,3
188,833.020,833.220,a,exact,0.9979,3
189,833.220,833.600,memorial,exact,0.9599,3
190,833.600,834.440,plaque,exact,0.9825,3
191,834.940,835.300,Operating,exact,0.9752,3
192,835.300,836.080,data,exact,0.9939,3
193,836.900,837.080,In,exact,0.9907,3
194,837.080,837.400,one,exact,0.9958,3
195,837.400,837.660,measured,exact,0.9739,3
196,837.660,838.340,condition,exact,0.9984,3
197,838.340,838.860,at,exact,0.9004,3
198,838.860,839.000,a,exact,0.9946,3
199,839.000,839.240,swing,exact,0.9926,3
200,839.240,839.520,of,exact,0.9977,3
201,839.520,839.920,roughly,exact,0.9989,3
202,839.920,840.160,one,interp,0.0,3
203,840.160,840.400,hundred,interp,0.0,3
204,840.400,840.640,twenty,interp,0.0,3
205,840.640,841.340,degrees,exact,0.9443,3
206,842.060,842.100,Big,exact,0.6818,3
207,842.100,842.500,Muskie,interp,0.0,3
208,842.500,842.900,averaged,interp,0.0,3
209,842.900,843.300,a,interp,0.0,3
210,843.300,843.740,cycle,exact,0.9904,3
211,843.740,844.140,of,exact,0.9947,3
212,844.140,844.480,about,exact,0.9942,3
213,844.480,845.020,seventy-five,interp,0.0,3
214,845.020,845.800,seconds,exact,0.9936,3
215,846.640,846.840,Think,exact,0.9966,3
216,846.840,847.160,about,exact,0.9991,3
217,847.160,847.380,what,exact,0.9972,3
218,847.380,847.600,that,exact,0.9931,3
219,847.600,848.200,means,exact,0.9994,3
220,848.200,848.760,after,exact,0.9436,3
221,848.760,849.000,the,exact,0.997,3
222,849.000,849.420,last,exact,0.9967,3
223,849.420,849.980,scene,exact,0.97,3
224,850.660,850.780,The,exact,0.9831,3
225,850.780,851.160,bucket,exact,0.9811,3
226,852.260,852.260,Hundreds,exact,0.9956,3
227,852.260,852.600,of,exact,0.9993,3
228,852.600,853.080,tons,exact,0.7173,3
229,853.680,854.160,Hoist,exact,0.9607,3
230,855.380,855.380,Swing,exact,0.9899,3
231,855.640,856.020,Dump,exact,0.9799,3
232,856.600,857.040,Return,exact,0.9971,3
233,857.040,858.060,A,exact,0.1523,3
234,858.060,858.240,little,exact,0.8567,3
235,858.240,858.540,more,exact,0.9969,3
236,858.540,858.700,than,exact,0.9977,3
237,858.700,858.840,a,exact,0.9982,3
238,858.840,859.160,minute,exact,0.9985,3
239,860.000,860.220,Then,exact,0.9746,3
240,860.220,860.400,the,exact,0.9011,3
241,860.400,860.640,same,exact,0.9989,3
242,860.640,861.160,study,exact,0.9989,3
243,861.160,861.500,gives,exact,0.9919,3
244,861.500,861.780,us,exact,0.9974,3
245,861.780,861.880,a,exact,0.9977,3
246,861.880,862.100,very,exact,0.9968,3
247,862.100,862.500,different,exact,0.9988,3
248,862.500,863.080,number,exact,0.9992,3
249,863.680,863.820,In,exact,0.9957,3
250,863.820,864.040,the,exact,0.9978,3
251,864.040,864.280,actual,exact,0.9879,3
252,864.280,864.720,month,exact,0.9972,3
253,864.720,865.180,represented,exact,0.9232,3
254,865.180,865.480,by,exact,0.9994,3
255,865.480,865.760,that,exact,0.9822,3
256,865.760,866.820,dataset,interp,0.0,3
257,866.820,866.860,Big,exact,0.91,3
258,866.860,867.180,Muskie,interp,0.0,3
259,867.180,867.520,was,exact,0.9981,3
260,867.520,867.880,recorded,exact,0.9974,3
261,867.880,868.520,at,exact,0.9717,3
262,868.520,869.160,thirty-five,interp,0.0,3
263,869.160,869.800,percent,interp,0.0,3
264,869.800,870.420,mechanical,exact,0.8763,3
265,870.420,871.140,availability,exact,0.9925,3
266,872.280,872.560,That,exact,0.9934,3
267,872.560,873.020,sentence,exact,0.998,3
268,873.020,873.500,has,exact,0.996,3
269,873.500,873.580,to,exact,0.9995,3
270,873.580,873.820,be,exact,0.9999,3
271,873.820,874.140,handled,exact,0.9985,3
272,874.140,874.660,carefully,exact,0.9876,3
273,875.400,875.520,It,exact,0.9925,3
274,875.520,875.740,is,exact,0.9868,3
275,875.740,875.980,not,exact,0.9989,3
276,875.980,876.380,a,exact,0.9987,3
277,876.380,876.640,lifetime,exact,0.9752,3
278,876.640,877.260,average,exact,0.9972,3
279,877.960,878.120,It,exact,0.9968,3
280,878.120,878.320,does,exact,0.9969,3
281,878.320,878.500,not,exact,0.9978,3
282,878.500,878.760,mean,exact,0.9992,3
283,878.760,879.020,Big,exact,0.9789,3
284,879.020,879.360,Muskie,interp,0.0,3
285,879.360,879.660,spent,exact,0.9865,3
286,879.660,879.980,its,exact,0.9837,3
287,879.980,880.420,entire,exact,0.9993,3
288,880.420,880.900,career,exact,0.9963,3
289,880.900,881.580,available,exact,0.9552,3
290,881.580,882.060,only,exact,0.9934,3
291,882.060,882.590,thirty-five,interp,0.0,3
292,882.590,883.120,percent,interp,0.0,3
293,883.120,883.240,of,exact,0.9983,3
294,883.240,883.480,the,exact,0.9968,3
295,883.480,883.840,time,exact,0.9999,3
296,883.840,884.640,It,exact,0.5955,3
297,884.640,884.920,is,exact,0.9809,3
298,884.920,885.160,a,exact,0.9923,3
299,885.160,885.700,documented,exact,0.9852,3
300,885.700,886.180,snapshot,exact,0.9918,3
301,886.180,886.520,of,exact,0.9962,3
302,886.520,887.140,one,exact,0.9764,3
303,887.140,887.640,real,exact,0.9107,3
304,887.640,888.180,operating,exact,0.9855,3
305,888.180,888.880,period,exact,0.9958,3
306,888.880,889.240,in,exact,0.7189,3
307,889.240,889.480,which,exact,0.9984,3
308,889.480,889.740,the,exact,0.9973,3
309,889.740,890.060,largest,exact,0.9978,3
310,890.060,890.440,machine,exact,0.9957,3
311,890.440,890.620,in,exact,0.993,3
312,890.620,890.820,the,exact,0.9951,3
313,890.820,891.300,mine,exact,0.9035,3
314,891.300,891.780,was,exact,0.9877,3
315,891.780,892.280,mechanically,exact,0.9987,3
316,892.280,892.920,available,exact,0.9987,3
317,892.920,893.380,for,exact,0.9947,3
318,893.380,893.740,roughly,exact,0.9969,3
319,893.740,894.040,a,exact,0.9456,3
320,894.040,894.460,third,exact,0.9895,3
321,894.460,894.700,of,exact,0.9965,3
322,894.700,895.200,the,exact,0.9964,3
323,895.200,895.200,measured,exact,0.9921,3
324,895.200,896.000,time,exact,0.9975,3
325,896.680,896.840,And,exact,0.9534,3
326,896.840,896.960,in,exact,0.9879,3
327,896.960,897.280,that,exact,0.9934,3
328,897.280,897.720,same,exact,0.9984,3
329,897.720,898.580,actual-data,interp,0.0,3
330,898.580,899.020,row,exact,0.9469,3
331,899.480,899.540,the,exact,0.9953,3
332,899.540,900.080,dragline,interp,0.0,3
333,900.080,900.480,still,exact,0.9973,3
334,900.480,900.720,moved,exact,0.999,3
335,900.720,901.140,about,exact,0.9877,3
336,901.140,901.480,1,exact,0.9453,3
337,901.480,902.400,95,exact,0.991,3
338,902.400,903.060,million,exact,0.9579,3
339,903.060,903.360,cubic,exact,0.9975,3
340,903.360,903.840,yards,exact,0.998,3
341,903.840,904.180,of,exact,0.9914,3
342,904.180,904.740,overburden,exact,0.8295,3
343,904.740,905.320,during,exact,0.9953,3
344,905.320,905.520,the,exact,0.9995,3
345,905.520,906.180,month,exact,0.9979,3
346,906.660,906.920,Those,exact,0.9934,3
347,906.920,907.280,numbers,exact,0.9994,3
348,907.280,907.600,belong,exact,0.9813,3
349,907.600,908.200,together,exact,0.9987,3
350,908.200,908.960,They,exact,0.3809,3
351,908.960,909.320,show,exact,0.9797,3
352,909.320,909.560,the,exact,0.9966,3
353,909.560,909.840,real,exact,0.996,3
354,909.840,910.220,paradox,exact,0.9962,3
355,910.220,910.600,of,exact,0.9972,3
356,910.600,910.800,Big,exact,0.6314,3
357,910.800,912.040,Muskie,interp,0.0,3
358,912.040,912.460,Extraordinary,exact,0.9637,3
359,912.460,913.220,productivity,exact,0.9968,3
360,913.220,913.620,when,exact,0.9531,3
361,913.620,914.380,operating,exact,0.9971,3
362,915.200,915.560,Extraordinary,exact,0.9874,3
363,915.560,916.040,demands,exact,0.9883,3
364,916.040,916.280,on,exact,0.9968,3
365,916.280,916.520,the,exact,0.9978,3
366,916.520,916.980,system,exact,0.9986,3
367,916.980,917.660,required,exact,0.9936,3
368,917.660,917.860,to,exact,0.9994,3
369,917.860,918.080,keep,exact,0.9984,3
370,918.080,918.280,it,exact,0.998,3
371,918.280,919.000,operating,exact,0.9985,3
372,920.020,920.460,Scale,exact,0.7895,3
373,920.460,921.140,concentrated,exact,0.8295,3
374,921.140,921.980,capability,exact,0.9889,3
375,922.960,923.000,It,exact,0.997,3
376,923.000,923.460,also,exact,0.9979,3
377,923.460,924.100,concentrated,exact,0.9841,3
378,924.100,924.680,risk,exact,0.9756,3
379,925.520,925.740,If,exact,0.997,3
380,925.740,926.000,one,exact,0.9951,3
381,926.000,926.280,machine,exact,0.9819,3
382,926.280,926.500,in,exact,0.9812,3
383,926.500,926.640,a,exact,0.9919,3
384,926.640,926.840,fleet,exact,0.9937,3
385,926.840,927.160,goes,exact,0.9968,3
386,927.160,927.700,down,exact,0.9993,3
387,927.980,928.060,the,exact,0.9981,3
388,928.060,928.260,rest,exact,0.9996,3
389,928.260,928.440,of,exact,0.9993,3
390,928.440,928.560,the,exact,0.9974,3
391,928.560,928.880,fleet,exact,0.9982,3
392,928.880,929.220,may,exact,0.9966,3
393,929.220,929.480,still,exact,0.9995,3
394,929.480,930.080,move,exact,0.999,3
395,930.700,930.880,There,exact,0.997,3
396,930.880,931.040,was,exact,0.9984,3
397,931.040,931.420,no,exact,0.9983,3
398,931.420,931.900,second,exact,0.9814,3
399,931.900,932.340,Big,exact,0.7981,3
400,932.340,932.960,Muskie,interp,0.0,3
401,932.960,933.460,waiting,exact,0.9564,3
402,933.460,933.840,beside,exact,0.984,3
403,933.840,934.120,the,exact,0.9944,3
404,934.120,934.540,first,exact,0.9848,3
405,935.220,935.560,No,exact,0.9933,3
406,935.560,936.180,identical,exact,0.991,3
407,936.180,936.620,spare,exact,0.8672,3
408,936.620,937.760,A,exact,0.4593,3
409,937.760,938.140,serious,exact,0.9793,3
410,938.140,938.580,outage,exact,0.9914,3
411,938.580,939.100,was,exact,0.9925,3
412,939.100,939.440,not,exact,0.9878,3
413,939.440,939.640,simply,exact,0.9955,3
414,939.640,939.760,a,exact,0.9972,3
415,939.760,940.120,problem,exact,0.9995,3
416,940.120,940.360,with,exact,0.9971,3
417,940.360,940.660,one,exact,0.9946,3
418,940.660,941.220,component,exact,0.9974,3
419,941.980,942.100,It,exact,0.9937,3
420,942.100,942.300,could,exact,0.9965,3
421,942.300,942.580,become,exact,0.9984,3
422,942.580,942.740,a,exact,0.9986,3
423,942.740,943.060,problem,exact,0.9997,3
424,943.060,943.340,for,exact,0.9969,3
425,943.340,943.680,the,exact,0.9969,3
426,943.680,943.680,stripping,exact,0.9893,3
427,943.680,944.180,system,exact,0.9995,3
428,944.180,944.920,itself,exact,0.9988,3
429,945.760,946.080,Former,exact,0.974,3
430,946.080,946.840,supervisor,exact,0.9221,3
431,946.840,947.120,Eddie,exact,0.5851,3
432,947.120,947.920,Lindimore,interp,0.0,3
433,947.920,948.420,later,exact,0.83,3
434,948.420,948.860,recalled,exact,0.9725,3
435,948.860,949.100,that,exact,0.9947,3
436,949.100,949.360,when,exact,0.9633,3
437,949.360,949.620,Big,exact,0.5596,3
438,949.620,949.960,Muskie,interp,0.0,3
439,949.960,950.240,was,exact,0.998,3
440,950.240,950.800,available,exact,0.9957,3
441,951.320,951.440,the,exact,0.9818,3
442,951.440,951.720,goal,exact,0.991,3
443,951.720,951.960,was,exact,0.9989,3
444,951.960,952.060,to,exact,0.9987,3
445,952.060,952.260,keep,exact,0.9972,3
446,952.260,952.480,it,exact,0.9983,3
447,952.480,953.020,working,exact,0.9983,3
448,953.640,953.860,and,exact,0.9969,3
449,953.860,954.080,that,exact,0.9883,3
450,954.080,954.840,breakdowns,exact,0.9562,3
451,954.840,955.200,were,exact,0.9988,3
452,955.200,955.500,a,exact,0.9976,3
453,955.500,955.600,familiar,exact,0.9776,3
454,955.600,955.980,part,exact,0.9991,3
455,955.980,956.140,of,exact,0.9983,3
456,956.140,956.600,life,exact,0.9947,3
457,956.600,957.020,around,exact,0.997,3
458,957.020,957.240,the,exact,0.999,3
459,957.240,957.720,machine,exact,0.9974,3
460,958.660,958.920,That,exact,0.995,3
461,958.920,959.200,is,exact,0.9923,3
462,959.200,959.540,human,exact,0.8543,3
463,959.540,960.140,recollection,exact,0.986,3
464,960.740,960.960,not,exact,0.9969,3
465,960.960,961.300,a,exact,0.9882,3
466,961.300,961.680,lifetime,exact,0.9877,3
467,961.680,962.380,reliability,exact,0.9526,3
468,962.380,963.280,statistic,exact,0.9901,3
469,963.280,964.240,But,exact,0.5142,3
470,964.240,964.500,now,exact,0.9463,3
471,964.500,964.680,it,exact,0.9326,3
472,964.680,964.940,sits,exact,0.9644,3
473,964.940,965.640,inside,exact,0.9938,3
474,965.640,965.880,a,exact,0.9919,3
475,965.880,966.100,much,exact,0.9917,3
476,966.100,966.460,more,exact,0.9975,3
477,966.460,966.920,interesting,exact,0.9962,3
478,966.920,967.640,context,exact,0.9981,3
479,968.440,968.460,Big,exact,0.9645,3
480,968.460,968.940,Muskie,interp,0.0,3
481,968.940,969.300,could,exact,0.9867,3
482,969.300,969.500,be,exact,0.9981,3
483,969.500,969.660,a,exact,0.9953,3
484,969.660,970.040,brilliant,exact,0.9982,3
485,970.040,970.500,answer,exact,0.9994,3
486,970.500,970.880,to,exact,0.9931,3
487,970.880,971.080,a,exact,0.9955,3
488,971.080,971.380,very,exact,0.9906,3
489,971.380,971.840,specific,exact,0.9987,3
490,971.840,972.540,problem,exact,0.9979,3
491,973.140,973.340,And,exact,0.9872,3
492,973.340,973.560,very,exact,0.9891,3
493,973.560,974.100,specific,exact,0.9994,3
494,974.100,974.620,answers,exact,0.9952,3
495,974.620,975.300,become,exact,0.9709,3
496,975.300,975.800,vulnerable,exact,0.9945,3
497,975.800,976.240,when,exact,0.968,3
498,976.240,976.460,the,exact,0.9972,3
499,976.460,976.700,problem,exact,0.9978,3
500,976.700,977.220,itself,exact,0.9992,3
501,977.220,977.540,begins,exact,0.997,3
502,977.540,977.800,to,exact,0.9997,3
503,977.800,978.400,change,exact,0.9997,3
504,979.240,979.400,By,exact,0.9958,3
505,979.400,979.700,the,exact,0.9985,3
506,979.700,980.540,1980s,exact,0.9816,3
507,980.540,980.780,the,exact,0.9928,3
508,980.780,981.120,important,exact,0.9923,3
509,981.120,981.460,question,exact,0.9937,3
510,981.460,981.720,was,exact,0.9988,3
511,981.720,981.940,no,exact,0.9958,3
512,981.940,982.440,longer,exact,0.9996,3
513,982.440,982.960,Can,exact,0.317,3
514,982.960,983.260,Big,exact,0.5341,3
515,983.260,983.680,Muskie,interp,0.0,3
516,983.680,984.140,move,exact,0.9948,3
517,984.140,984.700,enormous,exact,0.9326,3
518,984.700,985.140,amounts,exact,0.998,3
519,985.140,985.340,of,exact,0.9994,3
520,985.340,985.740,earth,exact,0.549,3
521,986.360,986.600,It,exact,0.9932,3
522,986.600,986.960,could,exact,0.998,3
523,987.700,987.920,The,exact,0.9967,3
524,987.920,988.240,question,exact,0.9988,3
525,988.240,989.160,was,exact,0.9981,3
526,989.160,989.380,Does,exact,0.6173,3
527,989.380,989.640,the,exact,0.9987,3
528,989.640,989.940,mine,interp,0.0,3
529,989.940,990.300,still,exact,0.9996,3
530,990.300,990.580,need,exact,0.9987,3
531,990.580,990.700,to,exact,0.9956,3
532,990.700,991.020,move,exact,0.9984,3
533,991.020,991.360,earth,exact,0.8988,3
534,991.360,991.620,this,exact,0.9802,3
535,991.620,992.020,way,exact,0.9996,3
536,992.020,993.060,When,exact,0.7725,3
537,993.060,993.280,the,exact,0.9885,3
538,993.280,993.500,machine,exact,0.9962,3
539,993.500,993.860,was,exact,0.9989,3
540,993.860,994.440,designed,exact,0.9962,3
541,994.980,995.000,several,exact,0.9978,3
542,995.000,995.500,conditions,exact,0.9973,3
543,995.500,995.980,pointed,exact,0.9879,3
544,995.980,996.180,in,exact,0.9964,3
545,996.180,996.380,the,exact,0.9975,3
546,996.380,996.580,same,exact,0.9986,3
547,996.580,997.460,direction,exact,0.9991,3
548,997.980,998.300,Strong,exact,0.9745,3
549,998.300,998.580,coal,exact,0.5165,3
550,998.580,999.080,demand,exact,0.9817,3
551,999.640,1000.040,Deep,exact,0.9873,3
552,1000.040,1000.720,overburden,exact,0.8379,3
553,1001.420,1001.560,A,exact,0.9942,3
554,1001.560,1002.000,particular,exact,0.9959,3
555,1002.000,1002.400,mine,interp,0.0,3
556,1002.400,1002.960,geometry,exact,0.9577,3
557,1003.740,1003.920,The,exact,0.993,3
558,1003.920,1004.380,economics,exact,0.9405,3
559,1004.380,1004.920,of,exact,0.9962,3
560,1004.920,1005.040,a,exact,0.997,3
561,1005.040,1005.560,particular,exact,0.9969,3
562,1005.560,1005.880,stripping,exact,0.9931,3
563,1005.880,1006.520,system,exact,0.999,3
564,1007.280,1007.400,The,exact,0.9923,3
565,1007.400,1007.940,technology,exact,0.9988,3
566,1007.940,1008.640,available,exact,0.9985,3
567,1008.640,1009.040,at,exact,0.9982,3
568,1009.040,1009.200,the,exact,0.9918,3
569,1009.200,1009.720,time,exact,0.9997,3
570,1010.540,1010.820,Then,exact,0.9942,3
571,1010.820,1011.140,those,exact,0.8619,3
572,1011.140,1011.620,conditions,exact,0.9993,3
573,1011.620,1011.960,began,exact,0.9963,3
574,1011.960,1012.140,to,exact,0.9995,3
575,1012.140,1012.620,move,exact,0.9989,3
576,1013.400,1013.660,More,exact,0.9927,3
577,1013.660,1014.120,efficient,exact,0.9986,3
578,1014.120,1014.540,mining,exact,0.9823,3
579,1014.540,1015.200,technologies,exact,0.9869,3
580,1015.200,1016.140,changed,exact,0.8743,3
581,1016.140,1016.580,the,exact,0.9981,3
582,1016.580,1017.000,alternatives,exact,0.9792,3
583,1017.000,1018.020,At,exact,0.619,3
584,1018.020,1018.260,the,exact,0.9961,3
585,1018.260,1018.480,same,exact,0.997,3
586,1018.480,1019.200,time,exact,0.9992,3
587,1019.320,1019.460,the,exact,0.9954,3
588,1019.460,1019.940,economics,exact,0.9265,3
589,1019.940,1020.200,of,exact,0.9964,3
590,1020.200,1020.740,Ohio,exact,0.9925,3
591,1020.740,1021.520,high-sulfur,interp,0.0,3
592,1021.520,1021.800,coal,exact,0.5725,3
593,1021.800,1022.020,were,exact,0.9786,3
594,1022.020,1022.440,weakening,exact,0.9943,3
595,1023.280,1023.440,The,exact,0.9909,3
596,1023.440,1023.740,Clean,exact,0.5624,3
597,1023.740,1024.000,Air,exact,0.7798,3
598,1024.000,1024.240,Act,exact,0.8523,3
599,1024.240,1024.620,Amendments,exact,0.9233,3
600,1024.620,1025.180,of,exact,0.9886,3
601,1025.180,1025.520,1990,exact,0.9902,3
602,1025.520,1026.440,changed,exact,0.8827,3
603,1026.440,1026.700,the,exact,0.9969,3
604,1026.700,1027.020,future,exact,0.9979,3
605,1027.020,1027.560,economics,exact,0.9454,3
606,1027.560,1028.000,of,exact,0.9972,3
607,1028.000,1028.260,sulfur,interp,0.0,3
608,1028.260,1028.640,emissions,exact,0.8983,3
609,1028.640,1029.320,for,exact,0.9912,3
610,1029.320,1029.780,electric,exact,0.9861,3
611,1029.780,1030.420,utilities,exact,0.9928,3
612,1031.540,1031.720,But,exact,0.982,3
613,1031.720,1031.900,this,exact,0.9884,3
